Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747207608421
Timestamp end: 1747208388656

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      241.6   269.1    63.8   106.4   116.6   194.2   246.9   277.6   299.6   326.1   364.3   453.7  1033.5  3475.1  9785.7 100839.4   100938
read      234.5   257.4    63.8   110.1   121.4   195.7   240.0   267.2   286.8   310.0   339.9   390.5   869.7  3471.8  7910.6 132433.1   132360
read      260.9   228.0    63.8   106.0   116.6   227.5   287.5   322.4   348.8   378.8   415.6   472.3   769.3  3162.9  7637.2  67625.8    67591
read      249.5   229.8    63.8   109.9   122.0   229.6   271.7   294.1   310.3   329.0   353.1   392.3   553.0  3616.8  7680.5  33908.9    33910
read      252.0   169.1    63.8   109.1   119.9   213.2   275.6   314.4   344.1   381.8   431.6   507.6   689.2  1835.5  5098.1  85567.8    85729
read      224.2   221.2    63.8   110.3   125.9   207.2   229.2   241.5   251.0   262.9   277.3   306.6   835.3  2981.9  7933.6  12866.6    12884
read      281.4   318.4    59.1   109.6   121.5   242.3   295.7   326.9   349.0   374.5   406.8   464.7  1206.1  4707.9  8078.7  45620.6    45621
read      257.7   186.7    63.8   110.7   123.2   238.6   286.7   313.7   333.3   355.9   384.5   429.5   587.4  2841.2  5542.8  36915.4    36938
read      270.0   305.6    54.7   106.6   117.5   234.9   293.3   326.9   351.0   378.6   413.4   467.8   749.0  5357.2  8855.0  56965.4    56902
read      257.9   263.6    54.7   109.6   120.4   201.7   253.7   284.2   306.6   334.2   373.3   521.0  1378.5  2947.8  7667.7 102063.9   102243
