#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      319.1   315.9   101.3   155.5   169.8   262.7   311.9   340.7   363.4   393.4   442.2   569.4  1584.9  4638.0  7081.1  29968.1    30000  1745432849064  1745432859300
read      301.9   268.8   101.3   153.2   167.6   260.3   308.2   335.9   357.2   384.3   427.1   520.8  1053.8  4512.5  6901.7  29950.9    30005  1745432860812  1745432870942
read      305.4   290.0   101.3   153.4   167.3   258.5   307.1   335.9   358.4   387.9   434.2   540.9  1144.9  4907.4  7445.2  29958.0    30010  1745432872453  1745432882552
read      288.7   238.7   101.3   152.8   166.2   252.3   297.4   323.4   343.0   367.8   402.5   481.6   938.7  3674.2  6461.1  30000.6    30015  1745432884065  1745432894164
read      549.1   812.3   101.3   159.3   175.4   271.7   330.5   384.5   470.2   781.4  1409.2  2261.6  4067.7  6598.7 10074.2  29531.7    30020  1745432895676  1745432905773
read     1015.0  1253.8   109.4   201.0   223.7   358.8   921.4  1430.5  1730.0  2188.0  2711.9  3502.1  6124.3  9040.4 15985.7  26416.6    30025  1745432907283  1745432917382
read     1037.3  1269.1   109.4   205.7   229.7   372.2   968.6  1463.7  1764.1  2214.1  2730.8  3540.5  6125.5  9636.7 16846.5  25900.8    30030  1745432918892  1745432928993
read     1031.1  1257.5   109.4   203.5   225.3   373.8   964.3  1458.0  1739.2  2193.2  2722.4  3552.3  6139.8  9383.6 15064.7  26003.8    30035  1745432930506  1745432940605
read     1699.9  2417.0   109.4   220.2   247.2   610.2  1719.5  2377.8  2833.9  3408.6  4294.8  6048.5 11847.3 24833.8 35669.7  16905.0    30040  1745432942116  1745432952217
read     1228.6  2242.6   109.4   205.1   227.1   336.3   655.4  1224.0  1476.8  1724.8  2715.3  6367.8 11191.4 18068.6 31219.6  22664.2    30045  1745432953728  1745432963825
read      550.0   628.3   109.4   181.6   202.8   346.6   467.7   575.0   682.1   843.7  1119.0  1609.8  3031.0  6547.3 11438.2  30116.4    30050  1745432965337  1745432975435
read      405.3   422.7   101.3   165.0   182.0   298.5   367.2   415.9   462.7   536.5   668.1  1004.1  2159.7  5573.4  7250.0  30077.3    30055  1745432976946  1745432987043
read      501.3   531.3   101.3   174.9   194.3   333.4   431.0   518.8   605.6   741.1   984.9  1473.0  2721.7  6097.8  7505.9  29815.2    30060  1745432988557  1745432998657
read     1231.1  1265.2   109.4   217.9   249.5   771.2  1296.4  1663.1  1934.1  2284.1  2773.8  3737.5  6236.1  9122.9 12945.0  21717.8    30065  1745433000168  1745433010271
read      820.5   908.3   101.3   193.8   218.8   458.8   776.2  1035.8  1261.7  1522.4  1852.2  2480.6  4867.7  7143.2 10823.9  29080.4    30070  1745433011785  1745433021883
read      445.6   451.8   101.3   171.0   190.3   319.1   401.3   470.0   534.8   627.4   783.4  1150.0  2349.1  5849.2  7445.1  30082.7    30075  1745433023394  1745433033494
read      500.0   542.8   101.3   175.1   195.5   332.2   429.0   515.5   600.0   730.2   967.1  1464.4  2683.8  6167.7  8221.3  29865.0    30080  1745433035005  1745433045106
read      569.6   624.9   101.3   176.5   197.8   346.6   485.1   613.8   738.5   933.4  1241.0  1738.7  3001.7  6302.2  8952.2  30006.1    30085  1745433046617  1745433056718
