#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      208.1    98.2    59.1    94.1   104.3   193.5   242.6   269.7   288.0   308.3   332.3   366.0   429.5   534.9  1687.3  74942.4    75000  1746883854909  1746883860111
read      209.0    96.8    59.1    94.9   105.1   192.5   242.6   270.7   289.6   310.7   335.6   369.9   434.3   561.3  2020.5  80060.2    80000  1746883861616  1746883866817
read      207.9    95.1    63.8    94.7   104.8   191.0   240.2   268.7   288.4   310.4   336.0   370.8   434.7   536.0  1114.4  84727.9    85000  1746883868321  1746883873520
read      210.9   104.5    59.1    94.8   105.0   192.8   243.0   272.4   292.4   314.8   341.3   377.5   448.9   584.1  2896.0  89917.1    90000  1746883875026  1746883880230
read      212.9    99.1    59.1    94.5   105.2   196.0   246.0   274.6   295.0   317.8   344.6   383.1   455.4   563.0  1649.4  94987.5    95000  1746883881735  1746883886936
read      214.6   103.0    59.1    95.5   106.6   194.8   247.0   277.0   298.0   321.4   348.9   388.5   464.1   621.4  2637.8 100079.4   100000  1746883888440  1746883893642
read      215.8   104.1    59.1    95.5   106.8   196.0   249.0   278.7   299.7   323.2   351.6   392.1   467.1   594.6  2543.8 104927.0   105000  1746883895147  1746883900349
read      214.6   101.1    59.1    96.2   107.3   194.2   245.5   275.7   297.2   321.2   350.2   391.5   468.9   639.2  2267.5 109824.6   110000  1746883901855  1746883907060
read      216.8   123.0    63.8    98.7   110.4   195.6   247.7   277.7   299.1   322.8   351.0   391.1   465.9   587.2  3218.2 114931.2   115000  1746883908564  1746883913766
read      220.3   106.0    59.1    98.6   111.1   200.2   252.4   281.9   302.8   326.5   355.7   396.3   472.0   613.5  3257.8 120072.2   120000  1746883915270  1746883920473
read      224.6    98.0    59.1   102.9   116.1   204.9   256.7   286.5   307.7   331.5   360.5   400.3   479.7   612.9  1358.9 124660.3   125000  1746883921978  1746883927178
read      233.1   109.6    59.1   105.8   120.3   214.1   265.4   294.5   315.5   339.6   369.1   412.8   507.5   690.7  2520.1 129879.6   130000  1746883928684  1746883933885
read      254.3   128.2    63.8   115.8   133.6   236.5   289.1   318.0   339.0   363.4   394.0   440.8   547.3   805.0  4240.0 135130.6   135000  1746883935390  1746883940592
read      306.1   142.6    63.8   133.6   156.6   286.4   340.9   373.3   399.7   434.3   484.9   564.8   693.1   868.0  3121.8 139987.4   140000  1746883942097  1746883947298
read      425.8   168.8    74.4   252.4   278.5   364.3   443.0   553.2   598.0   632.4   667.2   708.8   783.7  1000.0  4396.0 144459.4   145000  1746883948803  1746883954005
read      377.5   162.3    63.8   200.8   226.8   337.0   428.0   479.8   511.5   543.1   578.2   624.2   707.8   923.6  4911.9 149718.2   150000  1746883955510  1746883960710
read      442.0   163.6    80.4   266.2   290.6   373.3   471.1   583.7   622.4   655.8   686.9   729.8   804.4  1029.7  3333.9 145042.2   155000  1746883962214  1746883967421
read      439.8   165.0    80.4   265.3   289.7   370.0   470.7   582.7   621.2   653.7   683.1   724.5   801.1  1060.1  3118.1 146287.2   160000  1746883968926  1746883974130
read      454.8   170.0    74.4   279.0   303.3   388.5   457.0   588.6   642.2   678.4   715.3   756.8   844.1  1038.3  3561.4 141952.2   165000  1746883975635  1746883980838
read      453.9   175.2    74.4   271.8   299.2   388.0   464.8   588.8   638.0   674.7   712.0   753.7   848.6  1089.1  4298.0 141971.8   170000  1746883982342  1746883987545
read      442.9   166.2    86.8   273.0   296.8   372.3   454.8   589.1   629.5   661.8   691.0   731.0   801.6   995.0  3808.9 145679.4   175000  1746883989050  1746883994252
read      451.8   171.8    74.4   271.3   297.9   384.9   470.3   589.6   635.0   670.6   706.4   745.8   843.7  1123.0  3997.5 142911.5   180000  1746883995757  1746884000960
read      450.1   177.4    74.4   258.0   286.6   387.0   487.0   581.8   624.8   662.7   700.5   746.7   865.1  1189.7  3776.6 143428.8   185000  1746884002466  1746884007667
read      441.8   184.0    80.4   264.0   289.7   370.7   468.2   582.4   623.0   656.3   686.4   728.8   811.0  1158.8  5731.0 146051.0   190000  1746884009173  1746884014376
read      458.5   172.3    74.4   283.9   307.5   390.3   453.9   597.7   648.7   685.6   721.3   763.8   845.6  1013.0  3996.8 140926.8   195000  1746884015882  1746884021084
read      453.2   169.8    74.4   278.2   302.2   382.2   462.8   601.0   645.2   676.3   709.6   745.3   834.0  1093.0  3065.5 142530.5   200000  1746884022590  1746884027792
read      443.8   165.6    80.4   272.6   296.6   375.5   450.4   581.4   627.7   662.7   694.4   735.5   808.4  1015.6  3202.2 145502.1   205000  1746884029298  1746884034499
read      454.1   175.5    63.8   265.4   293.4   393.8   476.8   577.1   624.8   666.2   708.3   760.9   864.1  1162.5  3636.6 142240.2   210000  1746884036004  1746884041212
read      454.3   173.5    74.4   266.7   294.9   387.3   483.6   595.8   637.4   671.6   707.6   748.6   857.8  1283.1  3058.6 142103.8   215000  1746884042718  1746884047921
read      425.8   160.1    80.4   256.4   279.8   364.2   441.2   551.5   597.3   632.0   666.8   708.8   793.1  1054.0  3116.3 151615.9   220000  1746884049426  1746884054630
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 78.00%,34.00%,100.00%
