#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      215.5    99.2   118.1   157.2   165.2   205.8   224.6   234.5   243.0   252.3   265.7   287.2   365.3  1549.5  4146.8  30000.6    30000  1745442413147  1745442423293
read      230.3   202.4   118.1   156.8   164.2   205.0   225.2   235.7   245.1   254.7   270.4   300.4   813.4  2724.1  6323.1  30020.5    30005  1745442424805  1745442434932
read      225.4   194.4   118.1   154.5   162.4   201.6   221.1   231.9   240.0   250.3   265.0   292.6   772.4  2575.8  6346.9  29936.0    30010  1745442436443  1745442446547
read      229.3   198.1   118.1   157.0   164.5   205.3   225.0   235.2   244.2   253.6   268.3   294.2   803.2  2713.6  6255.7  30033.9    30015  1745442448059  1745442458163
read      226.0   191.1   118.1   154.4   162.2   202.0   222.4   233.4   242.3   252.4   267.3   293.5   773.0  2619.8  6190.7  30032.5    30020  1745442459677  1745442469776
read      224.5   186.7   118.1   154.5   162.4   201.7   221.2   231.9   239.9   250.0   263.9   289.1   732.4  2565.2  6053.7  30025.7    30025  1745442471289  1745442481388
read      227.3   184.8   118.1   155.8   163.7   204.3   224.4   234.9   244.0   253.7   268.7   294.9   740.9  2565.1  6156.3  29920.1    30030  1745442482902  1745442493006
read      227.7   188.1   118.1   156.0   163.8   204.5   224.7   235.1   244.2   253.7   268.5   294.0   738.6  2706.8  6003.9  29974.2    30035  1745442494519  1745442504624
read      226.7   196.8   118.1   155.5   163.2   203.5   223.2   233.6   242.2   251.9   266.3   292.2   749.9  2634.9  6342.2  30164.7    30040  1745442506135  1745442516235
read      229.3   188.9   118.1   158.7   165.7   206.9   226.4   236.4   245.4   254.4   269.2   295.6   727.9  2668.4  6204.5  30053.6    30045  1745442517749  1745442527862
read      226.9   196.9   118.1   153.9   162.1   202.2   222.6   233.7   242.7   253.0   268.4   296.0   753.2  2728.7  6257.1  30048.4    30050  1745442529373  1745442539476
read      230.4   208.7   118.1   157.4   164.8   205.1   224.8   235.1   244.2   253.8   268.9   295.5   828.4  2768.0  6327.0  30091.5    30055  1745442540989  1745442551093
read      227.1   210.5   118.1   154.2   162.2   202.5   222.3   232.8   241.0   250.8   264.8   290.2   782.4  2896.7  6343.7  30023.0    30060  1745442552606  1745442562709
read      228.7   195.7   118.1   156.7   164.5   204.9   224.9   235.3   244.5   254.0   268.7   294.1   753.4  2666.6  6250.2  29998.0    30065  1745442564222  1745442574327
read      222.1   166.7   118.1   155.3   163.5   204.9   224.4   234.4   242.8   252.0   265.5   288.0   481.1  2528.8  6201.3  30058.7    30070  1745442575842  1745442585942
read      221.2    88.4   118.1   164.0   172.9   214.8   232.7   243.1   250.4   259.1   270.6   289.6   341.2   815.5  4035.6  30074.1    30075  1745442587455  1745442597559
read      222.3   105.4   118.1   163.5   171.9   214.4   232.7   243.3   250.7   260.0   271.9   293.0   361.9  1072.2  4361.5  30091.4    30080  1745442599076  1745442609181
read      219.0    97.3   118.1   163.2   171.4   212.5   230.4   240.3   247.9   255.8   268.3   287.3   340.4   650.0  4102.7  30184.1    30085  1745442610694  1745442620798
read      217.3    79.0   118.1   161.8   169.4   211.1   229.5   239.4   247.1   254.9   267.3   285.6   336.0   709.3  3767.1  30114.5    30090  1745442622310  1745442632416
read      217.8    78.0   109.4   162.0   169.9   211.9   230.0   239.8   247.5   255.3   267.8   286.1   334.2   635.2  3336.9  30117.3    30095  1745442633928  1745442644031
read      218.7    83.5   118.1   162.5   170.3   212.3   230.8   241.0   248.6   257.0   269.1   288.1   338.2   673.1  3916.6  30168.4    30100  1745442645544  1745442655645
