#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      163.1    98.7    68.9   112.8   120.7   154.4   168.8   177.3   184.0   192.5   203.6   226.1   288.5  1088.0  4953.4   4924.4     5000  1746884088892  1746884094146
read      171.4    96.6    63.8   112.7   123.7   164.5   180.6   189.8   197.4   206.6   218.7   243.4   300.0  1031.3  6982.5   9951.4    10000  1746884095651  1746884100892
read      181.8   234.3    63.8   109.5   122.0   171.9   189.9   200.1   208.3   217.5   231.5   255.5   321.3   749.6 11620.6  14993.2    15000  1746884102397  1746884107598
read      181.2    55.3    59.1   105.3   118.3   178.0   198.2   209.6   217.4   228.6   243.2   268.0   326.4   455.4  1076.8  20061.6    20000  1746884109104  1746884114305
read      187.3    63.8    63.8   102.9   115.2   184.0   207.3   219.7   229.8   241.9   258.3   284.8   344.5   518.3  1402.1  25139.8    25000  1746884115810  1746884121010
read      194.8    70.2    59.1   101.6   113.4   191.7   218.0   233.1   244.8   258.2   274.9   302.5   363.5   506.1  1387.7  29948.0    30000  1746884122515  1746884127722
read      202.1    94.0    63.8    99.6   111.1   197.2   227.2   244.9   257.8   272.4   291.0   318.4   390.2   993.5  3361.1  35008.0    35000  1746884129227  1746884134431
read      201.6    81.8    59.1    98.8   110.1   197.3   230.9   249.7   263.1   277.9   296.1   322.5   382.8   536.9  1499.1  39935.4    40000  1746884135937  1746884141139
read      205.5    96.0    63.8    97.5   108.7   197.8   237.0   259.1   273.5   290.1   310.0   338.7   399.2   548.3  2303.7  45005.4    45000  1746884142644  1746884147847
read      204.4    80.9    59.1    97.2   107.9   197.5   236.5   258.8   273.6   290.2   310.5   339.6   399.9   536.3  1019.3  49940.6    50000  1746884149353  1746884154556
read      206.7    98.2    59.1    96.3   106.9   197.9   239.6   263.4   279.0   295.9   316.2   345.1   404.2   544.0  2539.6  54827.6    55000  1746884156061  1746884161262
read      212.5    90.8    63.8    97.7   109.0   200.7   247.9   273.4   290.2   308.9   331.1   363.7   431.4   574.8  1981.0  59922.2    60000  1746884162767  1746884167969
read      214.2    98.7    59.1    96.5   107.7   198.2   250.6   278.4   296.5   316.3   340.1   373.3   437.7   549.5  2401.6  65104.2    65000  1746884169474  1746884174675
read      213.7    96.5    59.1    96.4   107.6   197.5   248.6   277.1   295.9   316.3   340.9   374.7   444.0   586.7  1615.9  70078.3    70000  1746884176181  1746884181385
read      208.7    98.9    59.1    95.2   105.2   191.9   239.6   269.1   288.5   309.5   334.5   369.3   439.5   626.4  2372.5  74882.4    75000  1746884182891  1746884188093
read      213.8   108.0    59.1    95.2   105.8   195.1   245.9   276.5   296.8   318.9   345.1   383.4   461.5   732.3  2565.7  80012.6    80000  1746884189598  1746884194802
read      217.5   102.9    63.8    96.8   108.4   199.0   251.0   280.4   301.0   323.4   350.3   389.6   469.3   634.8  2244.3  84911.8    85000  1746884196308  1746884201512
read      216.8   105.1    63.8    97.0   108.6   197.3   248.9   278.7   299.6   322.5   350.5   390.6   469.7   688.6  2020.8  89852.1    90000  1746884203018  1746884208220
read      215.4   101.2    59.1    95.3   106.8   196.7   247.3   276.8   297.7   321.3   350.1   391.5   470.3   615.6  1558.5  94923.5    95000  1746884209725  1746884214929
read      216.3   103.1    63.8    96.7   108.2   196.3   247.3   278.0   299.1   322.8   351.4   393.0   474.3   657.5  1939.4 100076.0   100000  1746884216433  1746884221637
read      220.3   106.6    59.1    97.6   109.7   199.7   251.9   282.8   304.2   328.4   357.7   399.1   490.0   717.8  2729.5 104834.6   105000  1746884223142  1746884228347
read      221.2   103.3    59.1    98.7   111.2   200.1   252.8   283.1   304.6   329.3   359.2   400.7   492.1   690.1  2228.7 110196.8   110000  1746884229852  1746884235057
read      224.1   108.6    63.8   100.4   113.1   202.5   255.3   286.0   307.7   332.5   362.4   403.8   499.2   748.7  1971.8 114923.1   115000  1746884236562  1746884241766
read      224.0   112.7    63.8   101.5   114.4   202.1   254.3   284.8   306.5   331.0   361.0   403.2   497.8   689.7  2967.4 120174.8   120000  1746884243270  1746884248471
read      250.7   121.5    63.8   111.2   127.8   229.4   283.6   314.4   336.8   362.7   395.0   446.3   586.2  1026.3  2799.1 125192.0   125000  1746884249976  1746884255179
read      249.8   115.8    63.8   112.8   129.6   229.9   284.7   315.1   336.9   362.1   393.5   441.8   549.8   795.9  2812.6 130252.5   130000  1746884256684  1746884261895
read      271.2   119.0    63.8   123.3   143.2   254.5   309.1   338.6   360.1   385.5   418.8   469.9   588.7   782.9  2362.8 134884.8   135000  1746884263400  1746884268603
read      420.0   168.1    74.4   224.6   256.8   372.8   463.4   527.8   567.6   607.5   649.4   705.3   816.9  1069.9  4212.7 139144.6   140000  1746884270109  1746884275315
read      381.6   166.6    63.8   175.8   209.1   346.8   403.6   459.6   508.9   566.2   624.3   685.9   789.2  1006.8  3849.9 143811.6   145000  1746884276821  1746884282031
read      443.9   164.0    86.8   260.5   288.3   377.9   478.5   579.8   621.9   657.4   690.0   734.9   835.1  1060.1  2481.2 144023.2   150000  1746884283536  1746884288739
read      441.6   177.5    74.4   257.4   285.6   375.3   468.7   572.1   617.3   654.2   687.6   734.0   845.1  1105.4  4676.8 145107.7   155000  1746884290245  1746884295450
read      438.5   176.8    74.4   247.5   277.8   374.0   487.6   567.6   607.0   641.6   676.9   726.2   854.4  1283.2  3436.3 146743.2   160000  1746884296956  1746884302159
read      445.4   179.3    80.4   249.3   280.3   381.7   498.0   579.4   618.1   653.4   687.9   737.9   868.9  1165.2  3813.3 144812.6   165000  1746884303664  1746884308865
read      426.5   181.8    74.4   222.9   255.5   369.8   485.8   547.5   582.4   616.9   654.6   710.3   894.9  1425.9  4598.4 150841.2   170000  1746884310370  1746884315571
read      438.3   168.8    80.4   256.2   282.8   371.8   479.1   573.0   613.2   647.1   679.7   725.6   832.4  1080.4  4037.2 147191.6   175000  1746884317077  1746884322282
read      450.7   181.1    68.9   266.1   294.0   383.7   478.4   586.3   629.9   665.8   701.0   743.0   850.6  1249.9  4462.9 143187.2   180000  1746884323788  1746884328991
read      448.0   168.9    80.4   259.9   287.9   382.2   489.3   584.5   625.3   660.9   694.8   740.5   856.1  1164.4  2660.8 144116.8   185000  1746884330497  1746884335703
