Random waveform, supplied seed
Total number of intervals = 98 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757)
Average QPS expected = 94373
Timestamp start: 1747300005184
Timestamp end: 1747300785518

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      250.7   297.9    68.9   104.2   114.8   225.8   273.8   299.0   316.1   335.6   359.4   395.6   629.7  5715.4  7882.8  45704.9    45656
read      239.4   255.5    68.9   104.2   114.5   193.7   248.9   280.7   303.1   330.4   370.5   466.6   915.0  3233.8  9753.8 100935.0   100938
read      208.7   172.8    68.9   105.2   115.6   182.4   224.5   250.9   270.4   292.6   318.9   357.9   460.1  2381.6  8035.8 132539.4   132360
read      216.3   124.8    68.9   102.6   112.0   201.3   251.6   274.8   290.6   308.7   331.3   367.5   465.0  1644.6  3929.3  67266.6    67591
read      247.1   261.7    74.4   106.8   118.2   222.4   262.9   283.6   297.4   314.1   335.5   371.2   999.5  3987.9  7701.8  33894.4    33910
read      234.3   269.2    68.9   103.5   113.4   195.8   252.3   281.5   301.3   324.3   355.7   413.5   758.3  3212.9 10189.9  85713.1    85729
read      208.2   131.9    74.4   118.5   136.3   198.6   220.2   231.6   240.0   250.6   265.4   290.0   472.1  1834.6  4243.0  12897.1    12884
read      263.8   335.7    68.9   105.6   116.7   234.5   286.5   313.7   332.5   353.4   378.6   420.9   693.6  6782.5  9193.8  45675.1    45621
read      257.3   304.3    74.4   106.9   118.6   231.9   277.6   301.0   316.7   335.2   358.3   395.2   756.8  5978.3  7852.1  36954.5    36938
read      270.9   350.4    68.9   104.4   115.0   235.3   293.7   325.7   348.1   373.5   404.3   457.3   845.8  6641.2 10520.0  56866.4    56902
read      250.4   288.0    68.9   105.4   116.1   196.9   251.2   282.9   305.6   333.2   372.6   481.3  1281.8  3716.1  8071.8 102415.9   102243
read      204.8   136.6    74.4   116.3   131.1   193.2   215.8   227.8   235.5   246.9   261.3   287.5   563.5  1892.9  4027.9  14112.4    14085
read      277.1   395.4    68.9   105.8   116.9   205.8   263.7   296.1   321.0   356.3   419.4   574.8  1541.8  6351.1 11580.5  94072.4    94103
read      267.0   323.3    68.9   104.2   114.7   231.2   288.6   320.5   343.8   370.3   402.4   458.4   918.1  4879.8 11540.4  58178.6    58175
read      276.9   347.4    68.9   118.0   132.6   222.5   269.2   295.5   315.1   339.0   371.2   433.3  1649.1  3827.0  8084.8 151279.5   151312
read      209.8   117.9    68.9   102.9   112.4   187.9   241.4   268.6   286.1   305.3   328.2   362.8   447.9   997.2  3738.8  83215.2    83333
read      261.7   193.3    68.9   123.9   139.7   230.1   278.8   309.2   333.0   363.3   404.4   474.0   635.8  2962.0  6381.0 165305.1   165153
read      209.2   131.3    68.9   104.6   114.9   182.8   226.5   253.7   273.6   295.9   322.6   364.0   506.3  1721.2  3332.4 124033.4   123975
read      235.8   182.7    74.4   108.7   120.8   222.4   259.0   278.7   292.3   308.5   328.9   362.8   545.4  2847.3  7110.2  28520.2    28449
read      213.1   153.7    74.4   115.5   131.9   203.1   227.7   240.9   250.9   262.9   277.2   302.0   424.3  2266.9  7288.0  14861.6    14903
read      243.7   214.9    74.4   108.0   120.0   226.4   266.8   287.8   302.2   318.6   340.2   374.0   643.1  3457.7  7654.2  31141.8    31189
read      253.2   305.9    74.4   106.2   117.3   225.2   270.2   293.5   309.5   327.5   350.9   392.7   870.0  5657.4  9058.1  40834.8    40636
read      274.8   301.8    68.9   105.6   116.7   225.2   297.6   342.2   373.3   408.0   452.0   516.6   861.4  4906.2  9293.1  80502.6    80574
read      303.9   304.6    68.9   139.3   158.8   262.4   309.6   338.0   360.5   389.2   429.7   504.5  1374.6  3959.4  9703.0 168924.0   168820
read      258.7   231.7    68.9   125.7   141.8   230.9   274.4   299.7   318.5   342.1   373.8   429.8   624.0  3418.3  8015.3 162621.2   162621
read      211.1   129.0    68.9   103.2   113.1   183.9   234.3   264.1   284.2   306.3   333.3   373.1   529.9  1204.6  5161.0 101722.4   101621
read      267.3   315.2    68.9   104.1   114.7   232.7   291.2   323.5   346.7   373.1   404.4   459.4   855.2  4887.2 10005.6  58466.5    58592
read      253.7   243.3    68.9   116.7   131.0   215.0   259.4   285.0   303.9   327.2   360.7   427.1  1343.9  3369.4  7353.8 152930.0   153042
read      215.9   190.2    68.9   103.6   113.6   183.9   232.0   261.8   282.7   306.3   335.3   380.2   549.0  2664.4  8289.3 112218.8   112238
read      239.6   176.0    68.9   119.8   134.5   216.7   259.2   284.1   302.4   324.6   355.0   404.3   549.2  2227.1  7400.0 160217.1   160265
read      251.6   237.7    68.9   104.1   114.4   228.1   281.2   310.8   332.7   358.7   391.0   441.4   595.4  3116.6  8109.7  57052.8    57109
read      225.7   173.3    68.9   103.8   113.7   193.2   249.1   279.4   299.9   322.9   353.6   406.7   614.2  2270.1  6590.8  88427.9    88551
read      192.4    74.7    80.4   126.9   140.4   186.8   205.2   215.5   223.1   231.7   243.9   264.4   327.1  1054.6  3013.7   8421.4     8385
read      238.8   133.4    74.4   108.2   119.9   229.1   273.5   296.0   311.5   329.0   350.7   385.4   492.3  1685.5  3461.6  34031.8    34088
read      246.9   229.8    68.9   105.5   116.4   194.6   246.9   279.5   303.9   334.3   379.7   516.0  1195.1  2676.7  7284.2 113507.8   113600
read      225.4   241.4    68.9   106.7   117.9   189.0   232.7   260.6   280.3   303.5   332.9   379.5   747.9  3268.4  7939.5 131851.4   131842
read      212.0   204.3    68.9   102.9   112.8   181.4   227.9   256.7   276.6   298.8   325.2   364.3   488.7  2908.8  9064.0 112186.6   112066
read      211.4   114.8    68.9   103.1   112.6   193.5   247.3   272.5   288.4   305.6   325.9   357.1   433.3  1075.1  3323.2  72517.6    72585
read      212.1   166.8    68.9   107.2   118.1   186.0   227.7   254.4   274.1   296.3   323.0   363.3   465.1  2670.2  5950.6 133709.5   133669
read      209.2   194.9    80.4   124.6   140.3   197.8   217.7   229.0   236.2   247.2   260.5   283.0   414.7  2481.3  8093.0  11819.8    11820
read      190.8    99.6    80.4   121.9   136.6   187.9   205.4   214.8   221.5   229.9   240.3   258.0   309.8   546.6  5238.4  12668.4    12639
read      200.3    95.9    68.9   103.6   113.5   179.4   223.5   251.9   271.8   293.0   316.5   347.8   413.1   576.0  2454.3 118368.5   118548
read      216.2    92.5    68.9   118.3   131.5   200.9   236.9   259.4   275.2   294.7   319.2   357.2   438.1   754.0  1831.4 165916.4   165754
read      202.6    89.1    63.8   101.5   110.9   184.7   237.7   263.9   279.7   295.8   315.0   341.6   396.6   527.8  2014.3  86809.5    86823
read      190.9    75.8    68.9   117.5   131.1   191.1   210.0   219.2   226.4   233.6   244.7   261.5   304.3   447.3  2583.8  16950.6    16898
read      198.7    91.7    63.8   103.3   113.2   178.1   220.9   248.5   268.7   290.4   314.1   345.0   408.7   580.7  2252.9 122854.4   123124
read      205.3    87.4    63.8   102.2   112.0   192.5   244.2   267.0   281.0   295.3   312.6   337.3   390.4   516.5  2121.5  72205.0    72278
read      208.4    75.2    68.9   106.3   116.9   210.9   246.7   262.1   271.9   283.6   296.5   317.4   364.5   467.3  1381.5  23921.1    47757

Total QPS = 94605.3 (73792160 / 780.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 18226662532 bytes :   22.3 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.83%,32.83%,100.00%
