#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      180.4   255.8    74.4   119.5   128.6   165.3   180.0   188.0   195.3   202.6   215.1   236.8   312.3  3389.8 10877.2   4956.2     5000  1746882757456  1746882762722
read      177.0    80.4    68.9   114.5   126.5   170.8   187.0   197.1   204.1   214.0   226.8   248.7   313.7  1069.3  3360.5  10030.8    10000  1746882764227  1746882769471
read      184.0    97.1    63.8   110.5   125.0   179.1   197.8   208.8   216.6   227.2   241.0   267.5   323.7   520.1  2964.1  15032.8    15000  1746882770976  1746882776177
read      192.6    99.2    63.8   104.7   119.5   187.0   208.5   221.2   230.9   243.8   262.4   290.2   355.9   924.8  3489.0  20013.6    20000  1746882777683  1746882782882
read      185.9    76.5    63.8   101.8   113.7   182.3   205.7   217.8   227.0   236.6   252.8   278.7   344.0   656.6  2371.3  24955.0    25000  1746882784387  1746882789587
read      197.1   308.5    63.8    99.0   110.0   185.9   211.4   224.3   233.2   245.6   262.3   290.3   367.0  2272.8 12558.0  29917.0    30000  1746882791093  1746882796295
read      194.5    79.2    63.8    98.0   109.2   192.6   220.8   234.2   245.6   258.9   276.3   305.0   367.2   525.4  2292.6  35017.8    35000  1746882797801  1746882803004
read      195.0   104.9    59.1    96.6   107.0   191.9   222.2   236.8   249.4   264.1   282.4   310.2   367.7   516.6  4817.3  39847.2    40000  1746882804509  1746882809709
read      200.1    96.3    59.1    96.6   106.9   194.7   227.9   245.9   259.8   275.6   295.4   325.4   393.7   905.1  2584.3  44916.8    45000  1746882811214  1746882816414
read      199.4    85.8    59.1    96.7   106.8   192.6   228.4   248.2   263.5   280.8   301.4   331.5   394.3   547.1  2385.9  50189.9    50000  1746882817919  1746882823122
read      206.0    95.8    63.8    96.6   106.8   197.6   236.2   259.5   275.5   293.4   315.1   346.5   425.2   711.5  1641.1  54877.0    55000  1746882824627  1746882829828
read      205.5    95.2    59.1    96.5   106.8   196.3   236.3   260.5   276.1   294.4   316.5   347.6   413.1   550.0  2489.9  59979.0    60000  1746882831333  1746882836536
read      209.2    94.1    59.1    95.5   105.9   198.0   242.5   268.1   285.0   304.1   327.0   361.3   431.8   660.0  2368.3  64927.6    65000  1746882838042  1746882843243
read      211.9   101.6    59.1    96.7   107.2   197.4   243.9   271.0   289.4   309.8   334.4   369.9   453.7   733.7  3032.8  69991.0    70000  1746882844750  1746882849951
read      207.7   109.6    59.1    94.6   104.7   192.2   237.6   265.7   284.4   305.4   330.1   365.9   446.1   733.4  3948.6  74973.7    75000  1746882851457  1746882856660
read      209.0   101.1    63.8    95.3   105.3   192.1   238.4   266.9   286.0   307.8   334.3   371.9   460.1   818.8  2162.9  79809.8    80000  1746882858165  1746882863367
read      207.7   104.0    59.1    94.1   104.1   190.9   236.5   265.8   285.3   307.7   334.2   371.1   446.9   695.5  2516.8  85008.0    85000  1746882864874  1746882870076
read      212.1    98.6    63.8    95.3   105.6   193.9   242.5   273.2   294.2   317.1   344.1   382.4   457.4   652.8  2065.6  89865.4    90000  1746882871582  1746882876785
read      212.0   104.5    59.1    94.4   104.7   194.3   241.6   271.5   292.8   316.4   344.3   383.4   460.8   651.7  2488.4  94779.2    95000  1746882878289  1746882883489
read      208.2   100.0    59.1    94.2   104.2   188.6   236.3   267.7   288.9   312.7   340.7   379.3   455.7   692.5  1893.0 100220.6   100000  1746882884994  1746882890195
