#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      213.0   105.4    59.1    95.6   106.4   193.3   242.6   273.2   294.8   318.6   346.8   387.4   463.7   647.7  2558.2 105127.2   105000  1746882891701  1746882896902
read      213.3   127.4    59.1    96.7   107.9   193.3   242.7   272.8   293.8   317.1   344.8   385.7   463.6   615.8  2374.4 110030.5   110000  1746882898406  1746882903607
read      227.0   112.8    59.1   100.8   113.7   207.6   259.3   289.8   311.4   335.6   364.7   404.2   491.5   722.6  3353.6 115182.1   115000  1746882905111  1746882910316
read      213.4   101.9    63.8    97.7   109.1   191.8   241.8   273.7   296.2   320.0   348.2   388.3   463.0   628.7  1971.9 120052.0   120000  1746882911821  1746882917024
read      240.4   112.7    63.8   107.6   122.7   219.7   274.0   304.7   325.9   350.3   380.8   427.1   538.0   902.1  2615.7 124806.6   125000  1746882918528  1746882923732
read      245.5   142.4    63.8   110.7   126.5   222.9   277.6   308.6   330.0   354.5   385.4   432.6   557.2  1054.5  5124.6 130186.0   130000  1746882925238  1746882930441
read      255.1   116.5    63.8   115.2   132.5   234.0   289.7   320.2   342.2   367.8   399.6   451.1   584.8   969.1  2288.7 134882.8   135000  1746882931946  1746882937149
read      309.3   158.2    63.8   136.4   159.7   286.7   345.0   380.9   407.5   440.6   485.7   555.9   720.4  1092.1  3236.0 139701.2   140000  1746882938655  1746882943857
read      290.4   136.2    63.8   133.8   154.5   269.4   326.1   358.8   382.4   410.0   447.2   504.2   655.9  1192.1  3283.1 145303.8   145000  1746882945363  1746882950564
read      285.4   123.6    63.8   135.9   156.5   266.8   322.5   354.5   377.1   403.1   436.8   490.1   594.0   841.9  2344.3 150078.0   150000  1746882952070  1746882957270
read      408.4   155.7    86.8   223.1   251.2   359.4   463.4   522.2   555.9   588.9   625.4   675.1   786.2  1087.1  3078.3 150844.5   155000  1746882958776  1746882963978
read      456.9   184.8    74.4   252.1   285.3   395.6   496.8   583.0   627.4   668.2   711.0   767.2   920.2  1476.3  3955.5 140778.6   160000  1746882965483  1746882970685
read      429.0   186.0    68.9   234.6   265.3   369.6   477.5   552.4   591.3   626.8   665.3   717.0   855.2  1255.2  4856.9 149162.6   165000  1746882972191  1746882977396
read      459.2   188.7    74.4   248.3   283.5   391.1   510.6   597.9   639.6   675.4   714.9   770.8   956.3  1460.1  3987.1 140404.0   170000  1746882978902  1746882984107
read      459.9   200.0    74.4   253.2   287.6   393.0   497.3   593.8   638.8   677.1   717.9   773.6   944.5  1497.9  4511.3 140222.6   175000  1746882985612  1746882990818
read      449.6   180.5    68.9   257.2   286.7   382.6   491.5   586.3   627.2   662.8   697.5   742.8   871.4  1317.7  3672.3 143494.8   180000  1746882992325  1746882997529
read      454.8   178.3    74.4   265.6   296.5   387.7   475.2   591.4   637.9   674.2   711.8   756.3   872.2  1267.4  4145.3 141929.0   185000  1746882999035  1746883004239
read      434.1   165.6    74.4   256.2   281.9   366.5   473.4   570.9   610.4   643.5   675.1   718.2   813.1  1084.1  3689.6 148633.2   190000  1746883005745  1746883010947
read      438.8   185.2    74.4   255.6   282.0   374.5   469.9   567.5   610.6   647.2   682.4   730.1   831.5  1129.9  4923.0 147084.7   195000  1746883012453  1746883017656
read      447.1   173.9    86.8   257.0   285.4   379.2   493.3   586.2   625.3   659.8   692.5   739.2   863.7  1194.5  3487.4 144285.6   200000  1746883019162  1746883024362
read      452.8   180.0    74.4   264.2   293.2   384.7   488.8   594.6   635.0   669.0   703.7   745.0   861.9  1231.3  4335.0 142592.3   205000  1746883025867  1746883031070
read      442.9   169.2    80.4   258.3   285.6   378.1   474.8   576.1   618.6   655.0   689.1   735.9   844.4  1104.4  3662.3 145712.9   210000  1746883032575  1746883037779
read      439.5   174.0    86.8   257.2   284.1   371.5   478.5   577.0   616.8   650.7   682.6   727.7   836.5  1160.5  3046.6 146849.2   215000  1746883039284  1746883044488
read      444.6   210.7    74.4   258.3   286.6   374.2   476.5   582.8   624.1   658.7   690.6   735.8   851.2  1196.3  6068.3 145182.8   220000  1746883045992  1746883051197
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 78.22%,34.67%,100.00%
