Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747245160308
Timestamp end: 1747245940541

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      231.1   192.3    63.8   114.0   134.1   221.8   243.2   255.0   265.3   275.6   292.5   320.9   524.0  2502.5  7912.6   8132.9     8195
read      376.9   472.0    63.8   161.4   183.1   287.1   342.2   378.1   405.9   442.0   494.7   616.4  3027.2  5319.8  8948.7 158494.8   158594
read      293.0   196.0    63.8   143.2   161.5   262.4   314.0   345.1   369.5   399.3   440.2   510.1   751.2  2314.8  8001.8 149708.7   149766
read      228.6   147.7    63.8   113.2   134.1   222.8   246.3   259.2   268.8   280.1   295.4   321.9   485.1  1854.5  7486.9  10442.2    10382
read      359.6   322.7    63.8   169.7   192.8   306.7   364.0   398.1   424.7   457.7   503.3   593.8  1527.1  4087.6  8115.6 170494.1   170548
read      306.4   215.2    63.8   148.4   167.4   276.1   330.5   363.1   387.7   417.6   457.9   526.8   750.4  2882.6  8239.1 150569.3   150565
read      276.3   175.9    63.8   134.6   150.7   244.6   295.9   327.3   351.2   381.2   422.4   495.1   745.6  2157.3  5379.1 136814.4   137144
read      281.6   170.0    63.8   138.0   154.4   250.1   301.6   333.2   357.5   387.7   429.2   502.7   753.7  2131.1  4142.0 143461.3   143496
read      296.0   197.3    63.8   141.1   158.8   260.9   314.9   347.9   373.7   406.0   452.7   536.1   849.2  2574.1  6733.8 144787.4   144743
read      255.3   188.8    59.1   125.6   139.4   224.8   275.9   306.5   328.1   353.8   387.4   444.0   671.0  2197.0  7447.1 116756.9   116745
read      260.1   205.6    59.1   129.7   144.2   230.9   279.9   309.2   330.7   356.7   391.1   448.6   641.7  2550.8  8101.2 129327.3   129314
read      289.1   194.0    63.8   140.2   157.6   257.2   309.6   341.1   365.6   395.9   437.3   514.3   781.1  2529.5  6598.5 144621.5   144723
read      251.9   163.2    63.8   125.0   138.7   222.7   273.0   303.1   324.4   349.3   382.2   436.8   674.8  1873.2  6293.0 117242.9   117379
read      256.2   152.1    63.8   127.5   141.3   227.7   278.5   308.8   330.5   356.2   389.8   447.2   675.6  1826.1  4105.2 119658.7   119931
read      330.5   267.1    63.8   140.6   159.1   271.7   334.5   374.4   407.3   452.9   524.2   684.7  1373.1  2936.2  7458.3 132050.1   132052
read      290.9   209.0    63.8   139.7   156.7   255.6   308.5   340.6   365.7   396.7   440.1   522.7   856.7  2548.3  7904.2 143641.8   143350
read      275.5   181.8    63.8   136.9   152.9   245.9   295.2   325.2   347.6   375.7   415.0   482.7   714.9  2147.3  7702.3 143486.0   143518
read      329.8   215.0    63.8   161.7   183.4   300.4   358.8   392.7   417.9   448.5   489.6   559.4   779.4  2742.0  7847.1 172942.8   172981
read      258.2   184.2    63.8   122.0   135.5   227.3   283.2   314.4   336.7   363.4   398.4   459.8   662.8  2479.1  7454.8  94043.0    94027
read      342.8   219.0    63.8   162.4   184.6   307.2   369.5   405.5   433.3   467.2   514.2   600.9   937.0  2908.8  7086.7 170120.4   170019
read      358.4   214.5    63.8   176.6   201.4   317.0   378.1   417.0   447.0   484.9   538.9   638.3  1028.9  2716.7  5968.1 179213.8   179090
read      255.9   167.4    63.8   121.5   135.7   236.6   282.7   306.9   324.3   346.0   376.2   431.6   639.9  2358.8  5088.8  47179.7    47130
read      250.2   144.9    68.9   120.8   138.0   243.1   274.4   291.4   303.6   317.7   338.3   373.0   566.2  1899.0  4302.7  19452.5    19439
read      318.7   321.5    63.8   132.9   149.4   246.1   297.5   331.1   358.5   395.8   461.8   736.5  1593.3  3326.7  8333.4 128963.3   128963
read      256.4   199.6    63.8   119.7   134.9   245.6   280.8   298.8   312.2   327.6   347.5   385.1   606.7  2597.2  7967.9  23818.8    23787
read      278.6   280.8    54.7   116.6   129.2   241.5   304.1   339.2   363.5   390.4   423.8   477.1   869.6  4062.9  8693.5  61864.8    61848
read      267.7   219.2    63.8   122.7   136.3   227.9   285.1   317.3   340.8   369.2   408.5   490.4   900.8  2957.6  7335.0 101906.2   101968
read      250.6   147.4    63.8   121.8   135.0   219.9   273.7   305.7   328.5   355.5   391.6   456.4   669.6  1484.7  4193.1 108794.5   108767
read      245.7   145.1    54.7   120.2   132.7   218.5   274.4   305.1   325.9   349.4   380.0   431.2   595.4  1483.7  3747.2  97107.0    97139
read      338.6   263.5    63.8   154.6   176.1   290.4   349.7   387.1   415.4   451.6   502.6   606.1  1387.3  3272.3  7871.1 158566.4   158594
read      280.3   185.2    59.1   135.7   152.2   247.8   299.5   331.5   356.0   386.4   428.3   502.6   748.8  2485.2  6333.3 141145.2   141240
read      268.6   246.8    59.1   118.4   131.4   246.2   293.8   317.7   335.2   355.5   381.5   425.5   780.2  3702.5  7483.4  41420.3    41405
read      289.0   298.2    59.1   118.3   131.4   248.2   311.6   346.4   370.6   397.9   432.4   495.1  1042.9  4863.7  7898.8  57901.4    57997
read      309.6   323.9    54.7   135.1   151.6   248.9   301.1   334.1   360.2   393.8   444.6   573.9  1601.7  3976.3  7997.9 133838.6   133577
read      283.4   311.1    63.8   118.1   130.8   246.3   305.1   336.7   358.9   384.3   416.7   468.8  1059.0  4680.8  8395.3  53738.5    53832
read      318.7   299.0    63.8   139.0   156.3   256.0   309.1   343.1   370.8   407.1   465.4   629.5  1536.3  3384.5  7954.2 139790.3   139832
read      324.8   205.4    63.8   156.9   178.0   295.0   354.1   388.5   413.9   445.0   487.1   557.7   775.5  2867.3  6922.0 170659.1   170515
read      263.1   170.3    63.8   129.8   144.7   234.2   285.0   314.8   337.1   364.3   399.9   463.2   675.6  1903.7  5470.7 128518.3   128494
read      253.0   160.4    63.8   121.0   137.9   245.2   275.9   292.7   305.0   318.8   339.2   373.1   595.1  2173.0  7024.4  20754.1    20789
read      286.5   319.1    63.8   117.8   130.5   244.1   307.9   343.8   368.6   396.3   430.4   486.9  1072.9  5112.1  9394.3  63589.5    63647
read      283.2   300.4    63.8   118.4   131.1   244.5   308.1   343.7   368.6   396.6   430.4   485.7   864.3  4404.7  9560.3  64714.1    64802
read      284.5   295.4    63.8   117.9   130.8   247.8   308.6   341.2   364.1   390.2   423.0   476.1   958.6  4542.4  8067.3  55837.9    55719
read      360.4   277.3    68.9   168.0   190.9   310.7   371.9   408.8   436.9   472.5   526.7   635.9  1437.9  3406.8  7806.5 174288.9   174179
read      265.9   208.8    63.8   127.0   141.1   233.1   285.4   314.9   336.5   362.4   396.7   461.4   773.9  2682.5  7752.0 106256.2   106356
read      427.1   325.1    63.8   191.3   218.7   350.5   428.5   480.0   522.9   581.3   674.8   878.8  1698.7  3670.7  7407.8 178494.1   178750
read      306.2   226.6    59.1   140.7   160.0   270.8   325.2   358.1   383.1   414.8   460.9   551.5   924.9  2691.5  8262.0 105848.8   105831
read      272.1   209.1    63.8   127.8   142.0   233.4   287.6   319.0   342.3   370.7   410.9   494.0   898.7  2659.6  6949.2 110725.0   110667
read      231.4   158.5    68.9   110.6   131.7   225.1   248.1   261.2   270.6   282.7   297.8   329.0   506.1  1851.5  7441.6   8847.9     8803
read      293.5   331.3    59.1   118.9   132.3   257.5   316.6   347.7   369.5   394.1   425.0   473.9   995.9  5942.3  8089.8  45599.2    45662
read      279.2   241.9    63.8   118.8   133.2   260.9   306.2   329.3   345.0   364.2   388.7   429.8   903.7  3508.0  7598.3  30913.2    30867
read      285.6   275.7    59.1   118.5   132.2   257.8   315.6   345.3   366.4   390.2   420.0   467.4   857.2  3919.1  8121.2  45520.4    45656
read      271.8   179.5    59.1   125.1   139.1   231.5   289.0   322.2   347.0   378.3   424.8   527.6   923.7  1831.1  4145.8 100851.4   100938
read      276.4   186.0    63.8   135.4   151.7   244.3   293.4   322.6   345.2   373.1   412.0   485.9   808.3  2436.9  6213.1 132249.6   132360
read      242.5   119.8    63.8   118.7   130.9   227.4   282.4   307.9   324.5   343.6   368.3   405.4   506.3   904.9  3115.3  67440.1    67591
read      265.8   153.9    63.8   119.1   133.6   256.4   302.9   326.9   343.4   363.4   387.9   425.3   573.3  2197.4  3917.1  33878.6    33910
read      260.1   200.0    59.1   120.8   133.8   227.3   286.6   318.3   340.5   366.7   399.8   462.9   690.4  2742.0  7018.0  85711.4    85729
read      249.0   179.1    63.8   114.7   136.4   239.7   267.5   282.6   293.4   307.5   325.4   359.5   644.7  2430.4  7743.4  12877.8    12884
read      288.3   259.3    63.8   119.6   133.7   261.8   317.9   347.6   367.7   393.2   427.4   479.0   845.4  3883.0  7685.2  45614.6    45621
read      289.6   276.6    59.1   120.4   135.2   263.6   314.9   341.0   360.2   383.0   413.6   461.6   941.6  4069.8  7733.6  36890.9    36938
read      308.8   346.5    63.8   122.5   137.0   263.6   325.4   364.4   393.8   426.1   464.8   531.3  1131.4  6176.1  9954.7  56853.4    56902
read      281.1   212.4    59.1   126.7   140.5   233.6   290.6   322.4   348.3   383.7   438.5   589.8  1048.8  2160.2  7285.8 102153.4   102243
read      276.1   329.4    63.8   116.0   137.2   242.3   270.3   286.2   297.0   312.9   335.1   382.4  1469.4  4550.1  8073.5  14097.0    14085
read      286.0   216.2    63.8   126.9   140.6   239.7   300.3   338.5   368.2   405.7   463.4   576.8   950.8  2497.7  7594.3  94028.5    94103
read      245.9   121.1    59.1   119.4   131.7   236.5   285.9   309.8   326.3   345.2   370.1   406.8   505.8   949.3  3371.4  58156.3    58175
read      310.3   230.9    59.1   149.1   167.9   274.6   328.1   360.8   385.7   417.2   461.7   543.3   850.9  3428.3  7525.9 151130.3   151312
