Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747238419778
Timestamp end:   1747239200019

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      290.6   331.4    68.9   113.0   124.8   217.8   289.1   341.1   382.8   431.9   496.3   608.6  1348.8  3793.3 11407.7 102366.6   102243
read      240.2   156.2    68.9   124.3   143.7   228.8   257.8   273.2   285.3   298.5   317.3   347.4   479.8  2336.1  7415.3  14083.0    14085
read      294.4   389.3    68.9   111.5   122.7   221.5   299.2   353.9   391.4   431.8   482.7   571.0  1401.5  5302.2 15961.0  94057.8    94103
read      277.4   360.4    63.8   107.3   116.9   235.1   298.1   335.1   360.3   387.7   420.6   469.8   916.5  6562.2  9781.9  58191.7    58175
read      354.9   459.8    68.9   133.0   151.8   257.0   306.9   337.1   361.0   392.7   447.7  1238.9  2441.5  5187.7  9305.6 151113.2   151312
read      281.3   345.7    63.8   109.6   119.8   221.1   290.7   333.9   365.8   401.7   446.6   516.8  1312.0  4681.5  9223.2  83294.4    83333
read      316.6   313.7    68.9   136.6   155.7   258.1   305.7   336.4   361.9   395.9   447.9   563.4  1573.3  3812.5  7836.5 165389.2   165153
read      341.9   445.7    63.8   117.2   131.4   226.2   278.8   313.0   341.2   383.2   489.1  1269.8  2498.0  3761.8  7939.3 124075.3   123975
read      257.3   183.3    59.1   114.0   127.9   241.9   285.6   308.8   324.7   343.0   366.6   401.7   611.8  2690.4  5457.0  28405.3    28449
read      252.9   253.3    63.8   127.0   145.7   232.0   262.3   278.1   290.5   305.6   325.8   364.6   732.3  4251.6  7915.7  15005.6    14903
read      254.7   199.0    68.9   114.3   127.2   240.2   280.6   301.3   316.3   334.1   356.5   393.9   673.3  2936.5  7069.8  31191.5    31189
read      234.4    99.3    68.9   111.4   122.2   231.1   274.0   294.7   309.5   325.9   346.2   377.5   443.5   720.2  2849.3  40592.5    40636
read      230.0   107.1    59.1   107.3   116.8   212.0   269.2   299.1   319.6   342.3   369.3   406.4   486.0   636.0  1961.7  80466.6    80574
read      482.1   569.8    68.9   156.8   175.0   244.3   291.3   357.9   606.9  1115.8  1368.5  1569.7  2738.4  4115.5  7946.0 168865.3   168820
read      488.9   611.1    68.9   155.4   174.1   243.6   291.1   355.9   570.9  1027.2  1383.0  1642.1  3062.9  4593.3  8039.7 162648.6   162621
read      418.0   504.3    68.9   144.1   159.5   231.1   294.0   391.3   514.9   700.2   982.8  1390.8  2514.3  4555.0  8076.5 101659.1   101621
read      255.3   206.0    63.8   111.0   122.4   212.7   268.7   302.0   326.0   354.8   395.2   487.6  1004.0  2315.3  7365.2  58581.0    58592
read      475.8   564.1    68.9   154.4   172.5   241.3   289.5   361.9   608.3  1073.6  1351.0  1550.3  2669.9  4074.9  8019.2 136394.9   153042

Total QPS = 96814.2 (75515104 / 780.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 18652229947 bytes :   22.8 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.85%,41.21%,100.00%
