#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      425.9   708.6    63.8   127.5   144.5   213.8   243.4   264.8   285.0   324.7   879.4  2307.0  3299.1  7541.0  8135.1 146953.8   150000  1746887757898  1746887763100
read      464.0   791.9    68.9   134.2   154.1   233.6   266.0   287.8   308.1   345.1   790.3  2526.1  3591.5  7692.0  8443.7 142228.1   155000  1746887764605  1746887769814
read      455.1   814.1    68.9   133.1   153.3   226.1   253.6   272.3   290.1   319.6   520.5  2632.8  3675.8  7753.1  9195.0 146019.6   160000  1746887771320  1746887776523
read      463.5   828.0    63.8   130.1   149.4   231.0   261.4   280.8   297.4   329.4   527.9  2690.0  3787.6  7756.4  9011.1 143394.4   165000  1746887778028  1746887783230
read      464.9   819.5    68.9   133.3   152.0   232.4   264.7   285.4   303.4   334.9   563.4  2675.5  3718.4  7739.6  8907.6 142984.7   170000  1746887784735  1746887789939
read      468.6   842.6    63.8   130.8   149.9   232.0   263.2   283.0   299.7   328.5   455.9  2854.1  3614.9  7764.2  9262.6 142155.6   175000  1746887791444  1746887796647
read      476.2   865.0    63.8   131.0   150.0   237.5   267.7   286.6   302.5   329.4   441.2  2948.2  4040.8  7796.7  9560.5 140061.0   180000  1746887798152  1746887803356
read      478.2   862.6    63.8   132.2   151.0   236.8   269.5   290.1   308.0   335.9   456.8  2988.3  3816.8  7807.9  9165.4 139464.9   185000  1746887804862  1746887810066
read      463.7   849.9    68.9   130.1   149.9   230.0   257.4   274.3   290.5   314.7   412.3  2849.5  3861.8  7782.9  9010.1 143867.8   190000  1746887811570  1746887816773
read      466.7   826.2    63.8   134.1   154.3   232.4   262.1   281.4   297.9   329.2   500.5  2721.2  3650.1  7741.4  9543.9 142422.9   195000  1746887818278  1746887823479
read      452.7   813.8    63.8   131.9   151.5   224.4   253.1   272.5   290.4   319.4   477.1  2640.4  3763.7  7728.2  8916.2 146896.9   200000  1746887824983  1746887830186
read      472.8   846.3    68.9   131.6   150.8   235.7   267.7   287.7   304.7   333.0   461.5  2832.2  3761.1  7764.0  8778.8 140811.5   205000  1746887831690  1746887836895
read      456.2   804.9    63.8   132.4   153.8   229.4   256.4   274.2   291.7   320.5   522.1  2625.9  3653.0  7699.4  8440.1 145678.4   210000  1746887838399  1746887843604
read      460.3   786.7    63.8   130.3   147.8   228.8   268.0   295.5   324.7   391.4   859.7  2426.7  3531.3  7699.9  9531.0 144028.2   215000  1746887845108  1746887850315
read      480.5   853.5    68.9   131.7   150.7   238.7   272.3   294.2   313.9   344.5   501.8  2883.6  3848.2  7786.8  8168.8 138727.2   220000  1746887851819  1746887857022
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 77.94%,33.83%,100.00%
