#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      217.4   128.0    63.8    93.9   102.7   193.0   249.6   283.7   308.7   335.8   368.0   417.5   519.0   665.7  2724.1  89782.8    90000  1746888842669  1746888847871
read      214.7   111.6    63.8    93.1   102.0   187.6   245.4   280.2   306.4   334.4   367.4   419.3   525.3   684.7  1674.3  95112.4    95000  1746888849376  1746888854579
read      218.6   118.3    63.8    94.1   103.0   186.6   247.3   285.8   314.0   344.8   381.4   435.6   548.1   734.5  2056.2  99856.7   100000  1746888856084  1746888861285
read      220.8   121.8    59.1    94.5   103.4   183.2   245.7   288.8   320.6   356.5   398.4   458.7   563.2   723.3  1518.1 104842.2   105000  1746888862790  1746888867991
read      223.8   138.9    59.1    93.8   102.7   181.8   245.3   292.6   327.3   366.0   410.2   471.0   585.8   866.4  3173.1 109891.4   110000  1746888869496  1746888874700
read      221.2   125.9    59.1    94.3   103.3   180.7   242.2   288.1   322.2   360.5   404.2   467.0   583.0   743.4  1781.2 114997.4   115000  1746888876205  1746888881410
read      233.6   141.8    59.1    97.2   107.0   181.1   243.6   303.4   351.4   399.2   450.9   517.5   640.5   889.2  1697.6 120255.2   120000  1746888882915  1746888888117
read      232.8   147.1    63.8    97.6   107.4   177.1   236.2   298.3   349.3   401.0   455.8   525.5   657.5   956.9  2572.8 125012.2   125000  1746888889621  1746888894822
read      244.3   168.2    63.8    99.7   110.1   179.1   235.4   304.5   370.3   432.2   492.9   573.6   767.9  1172.2  1836.8 130006.8   130000  1746888896327  1746888901531
read      286.5   247.5    63.8   107.3   119.0   191.3   247.3   328.7   427.9   508.4   594.8   748.6  1200.3  1934.9  3204.1 134924.6   135000  1746888903037  1746888908238
read      378.0   501.8    63.8   120.5   135.6   210.8   250.2   284.7   336.6   552.9   908.9  1444.3  2498.4  3472.7  8096.5 139924.1   140000  1746888909742  1746888914944
read      466.8   779.1    68.9   139.5   159.3   234.1   267.3   290.0   311.8   353.4   897.4  2505.6  3465.0  7666.1  8122.0 139140.4   145000  1746888916449  1746888921652
read      461.5   779.6    68.9   134.8   154.0   231.5   264.5   287.2   308.9   350.2   803.4  2494.7  3465.6  7665.5  8133.5 141448.0   150000  1746888923157  1746888928359
read      477.0   891.5    63.8   131.2   150.4   234.0   262.5   279.6   294.1   316.4   384.5  3145.9  3659.0  7819.7  9556.7 140015.8   155000  1746888929864  1746888935065
read      468.9   862.1    63.8   130.7   150.1   231.3   259.8   277.2   293.5   318.8   434.1  3026.2  3709.4  7791.4  9928.3 141902.2   160000  1746888936570  1746888941775
read      463.6   850.9    68.9   132.9   153.4   228.3   254.8   272.4   288.4   313.3   422.8  2997.8  3618.4  7773.1  9553.5 143632.7   165000  1746888943279  1746888948480
read      467.0   843.3    68.9   131.9   151.7   232.0   260.6   278.5   294.7   321.2   453.1  2957.6  3490.1  7761.2  9065.1 142737.3   170000  1746888949985  1746888955188
read      455.5   801.8    63.8   134.0   152.1   227.7   260.4   281.4   299.5   333.0   582.9  2564.4  3655.4  7716.9  9099.1 145838.4   175000  1746888956692  1746888961896
read      485.5   889.9    63.8   132.1   150.6   241.6   270.6   288.3   302.4   323.3   396.4  3132.3  3748.4  7815.9  9084.5 137549.6   180000  1746888963401  1746888968605
read      471.0   863.2    68.9   131.4   150.8   232.2   261.9   280.3   296.0   321.2   448.5  3011.9  3958.2  7793.3  9135.6 141594.4   185000  1746888970109  1746888975315
read      484.5   868.6    68.9   132.4   150.9   242.5   272.8   292.0   308.7   335.2   459.2  3067.2  3506.0  7784.8  9021.7 137596.4   190000  1746888976820  1746888982024
read      474.5   848.7    68.9   134.0   154.1   236.5   266.4   285.4   302.0   333.0   512.7  2895.2  3683.7  7760.9  9052.5 140375.2   195000  1746888983530  1746888988735
read      460.9   815.7    63.8   137.7   158.3   228.5   257.6   277.1   295.6   328.9   514.5  2697.0  3488.2  7733.3  8744.8 144235.2   200000  1746888990240  1746888995450
read      479.0   864.6    68.9   131.5   149.2   239.2   270.3   289.6   305.9   331.5   434.6  3070.9  3474.9  7797.2  9036.5 139484.1   205000  1746888996955  1746889002157
read      455.5   854.2    68.9   131.9   153.4   223.8   247.8   263.5   275.3   296.3   365.1  3025.3  3486.7  7806.4  9240.9 146835.9   210000  1746889003662  1746889008863
read      463.9   840.5    63.8   131.4   150.4   228.7   258.5   277.2   294.5   322.8   450.9  2899.0  3490.5  7767.0  8836.3 143684.4   215000  1746889010369  1746889015572
read      461.1   861.4    68.9   126.2   144.8   227.1   255.5   273.5   289.9   314.4   392.4  3048.1  3477.6  7830.8 11686.7 144765.6   220000  1746889017077  1746889022286
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 78.33%,35.00%,100.00%
