Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747243186884
Timestamp end: 1747243967142

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      235.8   217.4    68.9   120.2   138.3   214.5   242.3   259.8   272.5   290.0   314.3   357.7   654.1  2703.5  7956.2   8159.8     8195
read      282.3   405.1    63.8   118.3   132.1   214.6   255.2   281.9   303.9   333.9   380.0   489.8  2392.6  4704.6  9485.4 158586.9   158594
read      223.8   185.4    63.8   111.5   122.5   192.1   234.0   261.7   282.4   308.0   341.9   400.4   618.1  2590.7  7484.5 149797.9   149766
read      232.3   152.5    74.4   119.7   136.9   214.6   245.1   264.3   278.3   296.5   322.5   368.7   544.1  2151.9  7162.6  10346.8    10382
read      278.0   262.1    63.8   123.3   138.7   225.6   271.9   302.6   328.2   363.3   417.6   537.4  1380.6  3328.1  7353.6 170603.8   170548
read      223.5   174.7    63.8   111.9   123.0   192.6   235.1   263.6   284.6   310.4   344.3   402.7   598.4  2045.2  7514.4 150547.6   150565
read      224.9   189.0    59.1   110.0   120.0   189.3   233.9   263.8   285.9   312.8   348.5   412.2   683.4  2393.5  6855.1 137133.4   137144
read      218.2   179.0    59.1   110.8   121.1   188.1   230.3   258.0   278.5   303.5   335.9   388.2   558.0  2250.3  7603.8 143494.7   143496
read      228.0   180.9    63.8   112.4   123.7   194.2   237.7   266.8   288.6   315.6   352.8   419.7   669.2  2508.5  6252.6 144883.0   144743
read      227.9   183.7    63.8   108.8   118.4   189.8   239.3   271.9   295.6   324.7   363.7   431.3   681.7  2493.1  7316.5 116723.7   116745
read      219.0   177.5    63.8   109.4   119.1   186.8   231.7   261.3   282.9   308.7   341.5   396.2   581.5  2063.1  7493.5 129447.7   129314
read      219.3   153.6    59.1   111.3   121.9   189.4   231.4   259.1   279.7   305.2   338.4   394.1   589.3  1803.6  5889.6 144724.1   144723
read      219.4   192.1    63.8   108.1   117.4   185.2   232.7   263.8   285.6   311.0   342.9   395.6   587.4  2375.7  8924.6 117301.5   117379
read      215.0   163.6    68.9   108.4   117.6   184.1   230.4   260.7   282.2   307.2   338.2   386.4   526.9  2463.4  6363.9 120063.4   119931
read      214.8   179.2    63.8   109.7   119.3   185.1   228.5   256.9   277.5   302.1   333.5   381.7   528.0  1967.3  7429.1 132056.5   132052
read      226.6   195.2    63.8   112.3   123.5   194.4   237.8   267.0   288.8   315.1   350.5   410.9   615.7  2165.4  8851.4 143399.5   143350
