Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747210501805
Timestamp end: 1747211282042

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      234.8   147.3    54.7   112.7   126.7   227.1   257.4   273.2   284.9   297.2   315.7   345.7   529.2  2002.5  4896.6  20729.7    20789
read      286.8   347.3    63.8   109.9   121.4   245.8   308.2   344.2   370.5   399.9   436.1   497.8  1051.7  6078.5 10232.1  63675.0    63647
read      281.9   333.6    63.8   109.0   120.2   244.1   306.9   343.9   370.7   400.6   436.8   496.3   864.9  5622.9 11151.1  64813.2    64802
read      274.2   303.1    63.8   109.0   120.3   245.3   300.8   332.6   355.5   381.5   413.3   463.2   689.6  5010.5  8763.3  55907.1    55719
read      380.9   372.9    68.9   155.9   179.6   301.3   368.1   415.3   456.1   509.9   587.4   740.1  1693.7  4264.4  9302.0 174415.1   174179
read      231.3   181.7    63.8   111.6   123.2   200.3   246.5   275.1   296.6   322.6   359.8   429.1   677.0  1527.0  5466.8 106353.5   106356
read      321.2   224.5    63.8   136.5   156.0   273.0   343.6   394.7   435.6   486.0   547.2   638.0   842.7  2056.5  8038.2 178759.6   178750
read      232.4   172.2    63.8   110.5   121.6   200.8   249.6   277.9   298.1   321.7   353.8   408.1   682.5  1991.0  4450.4 106037.6   105831
read      235.1   239.1    63.8   109.9   120.5   197.5   246.7   274.9   295.1   318.5   349.0   400.7   807.3  3379.1  7896.1 110411.2   110667
read      221.5   223.2    63.8   108.9   125.3   203.4   223.4   234.0   242.8   252.8   268.4   296.4   927.7  2886.0  7943.5   8814.8     8803
read      284.0   452.3    59.1   111.4   124.2   249.0   300.3   329.1   349.4   373.1   402.9   454.3   940.7  6170.9 25566.4  45639.3    45662
read      263.8   243.8    59.1   112.1   125.7   242.4   285.7   309.0   325.6   345.8   372.7   417.4   707.9  3630.1  7776.7  30858.7    30867
read      271.7   283.2    63.8   110.1   122.2   245.8   296.7   325.1   345.1   368.6   397.9   445.7   687.1  4871.6  7962.0  45678.7    45656
read      312.3   384.1    54.7   112.6   125.4   221.5   278.1   312.2   339.4   379.1   473.9   880.7  1820.6  4470.3  8244.3 100853.1   100938
read      237.4   179.0    63.8   114.1   127.0   209.2   258.2   286.6   307.5   332.7   366.4   421.8   578.1  2441.4  6851.1 132348.7   132360
