#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      218.1   115.5    63.8   109.2   121.5   196.4   234.6   258.4   276.3   299.5   332.2   390.7   579.1  1077.7  2420.8 175089.4   175000  1746889306047  1746889311251
read      212.4   112.1    63.8   109.3   121.7   193.4   229.2   250.5   267.3   288.3   317.0   368.7   530.5   996.6  4107.5 180085.2   180000  1746889312757  1746889317961
read      201.0    90.3    63.8   108.2   119.8   185.3   218.0   237.0   252.2   271.1   296.4   340.7   464.9   767.4  2131.5 184897.5   185000  1746889319466  1746889324668
read      219.3   108.8    63.8   113.4   127.1   199.0   234.5   257.0   274.4   296.9   329.6   388.3   553.8   953.3  2913.4 189641.0   190000  1746889326173  1746889331379
read      268.8   142.5    63.8   135.0   153.0   243.0   285.5   311.1   331.4   358.1   397.9   478.1   742.5  1557.9  3479.7 193492.6   195000  1746889332885  1746889338087
read      233.7   131.5    59.1   115.3   130.4   210.6   249.5   273.2   291.8   315.0   347.4   411.3   657.7  1464.0  3721.6 200053.8   200000  1746889339593  1746889344795
read      247.9   107.1    63.8   129.1   146.5   231.4   269.5   291.9   309.2   330.7   361.1   414.5   579.9  1020.0  2497.8 205183.6   205000  1746889346301  1746889351505
read      239.8   136.4    63.8   125.3   141.0   217.4   253.6   276.3   294.6   317.5   350.6   412.0   626.1  1543.0  4355.3 208889.1   210000  1746889353011  1746889358218
read      236.7   100.2    63.8   128.1   143.8   219.5   253.5   274.3   291.2   312.4   342.6   399.0   569.1  1015.1  2049.8 213843.9   215000  1746889359723  1746889364925
read      251.9   120.3    68.9   126.8   142.7   228.1   271.3   297.7   318.9   345.9   384.9   452.3   643.1  1087.8  2418.3 212554.5   220000  1746889366430  1746889371638
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 76.55%,29.65%,100.00%
