Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747246077361
Timestamp end: 1747246857595

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      252.1   171.0    63.8   124.9   141.7   237.7   269.6   287.0   299.3   315.6   337.8   378.2   679.8  2366.3  7113.8  20784.0    20789
read      280.9   307.0    63.8   117.4   129.6   235.2   296.5   333.8   360.6   390.8   426.8   487.1  1062.4  4775.4  8589.7  63707.9    63647
read      275.1   278.0    63.8   116.3   128.4   231.9   292.1   329.0   355.3   385.0   420.9   478.6   992.7  3983.1  7906.3  64879.6    64802
read      274.8   289.0    59.1   117.1   129.5   234.4   291.7   324.9   348.5   375.1   409.5   465.5   969.9  4111.7  7914.8  55818.6    55719
read      379.9   301.6    63.8   166.6   190.3   313.1   382.1   425.4   459.4   503.9   577.0   780.5  1526.6  3349.5  7841.8 174241.8   174179
read      281.1   219.8    59.1   125.0   140.1   240.9   297.9   332.5   359.7   394.3   443.2   530.7   875.6  2911.2  7412.9 106489.5   106356
read      325.5   217.4    63.8   151.8   172.7   288.1   350.4   387.7   414.6   447.4   491.3   568.7  1012.4  2699.4  5496.9 178585.1   178750
read      252.3   158.9    63.8   120.1   133.5   225.5   278.6   307.5   327.9   352.4   387.3   451.5   646.6  1810.9  4807.6 105921.2   105831
read      258.5   191.6    68.9   121.0   134.3   224.2   277.6   307.8   329.2   355.1   391.9   466.1   790.3  2696.7  6182.7 110684.1   110667
read      222.6   137.0    59.1   103.5   123.9   219.9   239.5   250.6   258.9   269.2   283.0   307.9   500.7  1672.9  7204.4   8783.4     8803
read      282.7   270.5    63.8   119.4   132.7   252.4   305.4   332.7   351.6   372.9   401.7   458.1   991.2  3917.1  7727.9  45699.0    45662
read      269.0   235.1    63.8   118.2   132.6   251.7   291.6   311.7   325.6   342.4   365.3   403.1   890.9  3428.4  7711.8  30846.5    30867
read      271.7   246.5    63.8   118.9   131.9   248.7   301.5   328.3   346.3   367.4   393.6   434.9   708.8  3935.1  7586.4  45590.2    45656
read      254.6   183.3    68.9   119.9   132.5   221.9   278.3   310.0   332.1   358.2   393.2   458.3   688.6  2548.4  5986.3 100873.5   100938
read      252.1   147.7    63.8   124.2   138.4   224.4   273.7   303.3   324.4   349.7   384.4   445.7   674.5  1649.8  3945.9 132089.4   132360
read      233.5   103.5    63.8   116.0   127.7   217.8   273.8   299.1   315.3   333.6   355.8   389.9   469.4   732.5  2535.5  67393.4    67591
read      236.1   115.0    59.1   119.2   133.4   234.3   268.0   285.3   296.8   311.9   330.4   360.7   438.0  1250.9  3405.5  33955.0    33910
read      233.1   136.3    63.8   115.9   127.9   211.1   263.7   290.4   308.7   329.8   357.2   400.0   520.9  1160.6  4530.9  85583.3    85729
read      232.5   144.0    63.8   112.0   134.4   226.1   251.2   265.2   274.5   287.9   304.4   333.1   496.3  1926.5  5848.3  12908.9    12884
read      276.7   296.6    59.1   115.5   129.0   243.2   299.0   327.4   346.5   368.4   395.8   442.6  1019.4  4279.0  8464.8  45496.7    45621
read      266.1   278.9    63.8   114.4   128.2   240.7   289.2   313.1   329.6   347.6   371.6   410.0   843.9  4106.0  8027.4  36935.5    36938
read      273.1   268.7    63.8   115.0   128.0   238.9   299.2   330.9   352.5   377.2   408.6   461.2   886.7  4134.6  8039.6  56885.4    56902
read      262.3   182.5    63.8   120.6   134.0   225.0   282.2   315.8   340.9   371.6   415.6   495.3   799.8  2053.7  6967.7 102320.1   102243
read      270.6   343.8    63.8   114.0   134.9   233.5   262.3   277.8   290.1   305.0   326.4   379.6  1432.5  5348.0  8105.5  14073.2    14085
read      302.6   349.0    63.8   122.2   136.3   236.2   300.5   343.0   377.7   421.6   478.9   584.6  1381.2  5123.7  9826.1  94109.3    94103
read      287.4   323.9    63.8   118.0   130.8   241.0   299.2   333.9   359.8   390.6   430.2   498.8  1149.1  5502.3  7994.6  58101.8    58175
read      336.5   293.5    63.8   141.4   161.0   275.6   342.6   384.8   416.7   457.2   516.5   657.3  1453.3  3412.1  8162.3 151360.1   151312
read      277.9   209.7    68.9   119.8   132.9   235.0   299.5   340.3   371.3   407.6   452.4   522.0   830.9  3014.7  4905.5  83535.4    83333
read      322.2   220.0    63.8   144.3   164.1   279.7   344.1   383.3   411.9   446.9   494.6   580.8  1194.4  2636.4  6235.1 165166.8   165153
read      261.2   195.8    63.8   125.5   139.4   226.3   276.8   307.9   331.0   360.3   401.0   478.2   767.9  2468.3  6902.1 123846.9   123975
read      267.4   206.2    63.8   123.7   139.2   249.1   290.1   312.3   328.6   347.7   373.6   423.8   695.7  2994.5  7569.8  28442.2    28449
read      261.2   253.1    63.8   120.2   141.0   237.1   266.5   282.4   293.8   309.4   331.4   380.5  1104.1  3452.9  7952.6  14972.5    14903
read      275.7   267.6    63.8   121.4   135.9   246.4   289.6   312.6   329.4   349.3   377.1   433.7  1065.4  4033.7  7588.7  31218.3    31189
read      269.9   269.2    59.1   119.6   132.9   239.8   289.1   314.7   333.2   354.8   382.7   431.7   837.6  4006.2  7831.1  40659.5    40636
read      338.7   408.0    59.1   122.5   137.1   251.1   325.4   373.7   410.5   456.9   532.3   753.1  1884.3  5471.3  8525.0  80593.9    80574
read      390.2   306.7    63.8   166.3   189.1   308.0   385.5   437.1   479.5   536.4   631.8   894.1  1596.8  3072.6  7495.1 168861.2   168820
read      316.0   192.3    63.8   145.4   164.7   275.0   338.2   377.7   407.9   446.7   500.0   595.8   935.1  1868.6  5078.6 162784.2   162621
read      246.4   135.2    63.8   121.2   134.5   222.5   271.5   298.9   318.6   342.9   376.4   438.1   625.6  1139.0  4127.0 101620.5   101621
read      228.8   102.9    59.1   114.5   126.4   224.9   265.9   284.1   295.9   311.1   330.2   363.4   466.0   747.8  2657.5  58641.5    58592
read      260.6   132.9    68.9   130.3   145.3   234.1   284.2   314.4   337.7   366.5   404.3   469.8   636.2  1015.2  3300.6 152768.4   153042

Total QPS = 97021.7 (75676904 / 780.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 18692196029 bytes :   22.9 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.85%,39.70%,100.00%
