#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      169.8    81.4    68.9   116.8   125.1   158.3   173.9   184.6   193.3   204.4   221.2   249.1   322.7  1083.2  3121.6   4924.0     5000  1746885093671  1746885098962
read      174.7    87.3    68.9   114.0   124.9   165.8   183.4   194.6   203.0   215.6   231.8   256.7   317.2  1028.1  4756.8   9878.2    10000  1746885100467  1746885105711
read      187.5   247.7    63.8   109.2   122.4   173.2   194.2   207.3   216.9   229.3   245.6   271.8   340.0  2248.8 11413.5  15085.8    15000  1746885107216  1746885112419
read      189.1    78.8    63.8   105.6   119.4   181.3   207.6   223.1   233.5   246.7   263.1   288.4   344.5   514.1  3510.7  19857.0    20000  1746885113924  1746885119126
read      194.7   202.7    63.8   100.4   113.1   183.3   215.2   231.3   242.6   255.0   271.6   295.7   352.9   543.4 10823.7  24866.6    25000  1746885120630  1746885125833
read      200.2    72.6    63.8   100.8   113.0   192.9   229.8   247.7   260.0   273.0   290.6   316.8   374.1   518.8  1623.8  29786.4    30000  1746885127338  1746885132539
read      207.9    78.9    63.8    98.9   110.9   202.9   242.6   261.4   273.5   287.9   305.2   332.0   394.8   546.1  1789.0  34936.6    35000  1746885134045  1746885139245
read      206.6   163.7    63.8    98.3   109.5   195.0   238.4   258.9   272.0   287.2   305.6   334.2   406.5   699.5 10490.5  39945.6    40000  1746885140749  1746885145951
read      211.1    98.1    63.8    96.1   106.8   203.2   248.9   269.7   283.6   298.3   316.8   344.8   418.2   822.7  2336.3  44896.1    45000  1746885147458  1746885152660
read      209.3    91.1    63.8    96.0   106.3   197.1   247.5   270.8   286.0   302.5   321.5   351.9   418.4   594.6  1746.3  49993.2    50000  1746885154166  1746885159373
read      214.1   105.7    59.1    95.7   105.7   200.3   252.2   277.4   293.8   311.6   333.1   365.3   441.7   869.2  3046.6  55052.3    55000  1746885160879  1746885166082
read      213.1    98.2    63.8    94.8   104.4   199.5   254.5   280.8   297.7   315.9   337.5   368.2   431.3   579.0  1317.7  60002.4    60000  1746885167586  1746885172787
read      213.1   138.4    59.1    94.3   103.7   195.5   250.4   279.0   297.7   317.6   340.9   373.1   440.9   612.7  4094.4  65160.8    65000  1746885174291  1746885179494
read      211.7    96.2    59.1    92.5   101.6   196.1   251.5   280.7   299.8   319.8   343.5   376.5   443.7   555.3  1341.4  70115.4    70000  1746885180998  1746885186200
read      212.5   106.2    63.8    94.1   103.0   191.5   249.3   281.1   302.3   324.3   349.9   386.3   458.9   644.7  2681.3  74996.5    75000  1746885187705  1746885192907
read      213.1    99.8    59.1    91.2   100.5   194.0   253.1   284.7   305.4   327.5   353.7   391.3   465.6   593.9  1144.5  79997.3    80000  1746885194411  1746885199618
read      216.9   109.7    59.1    92.4   101.7   194.1   257.0   290.8   313.1   336.8   364.0   401.4   481.9   664.7  1603.2  84915.6    85000  1746885201122  1746885206326
read      218.5   115.0    59.1    92.1   101.1   192.9   257.9   292.8   316.0   340.9   370.0   412.9   504.1   748.0  2285.7  90095.0    90000  1746885207831  1746885213030
read      218.1   117.9    59.1    92.9   101.7   186.5   253.5   293.0   319.1   346.1   376.7   421.7   512.1   745.9  2498.5  94831.8    95000  1746885214534  1746885219739
read      220.1   118.2    59.1    92.5   101.8   191.4   258.3   294.9   319.5   345.9   375.8   420.8   519.7   794.7  1470.3  99864.1   100000  1746885221243  1746885226445
read      226.7   136.4    59.1    94.9   104.3   190.2   260.5   303.7   332.8   363.2   397.8   448.4   566.0   854.3  3478.3 104769.6   105000  1746885227950  1746885233152
read      234.4   137.1    63.8    96.6   106.9   194.6   266.5   312.7   342.6   373.6   410.4   467.1   637.4  1002.2  1916.8 109857.0   110000  1746885234657  1746885239860
read      244.0   148.7    63.8    98.9   109.8   197.4   273.7   326.6   360.5   394.6   434.4   499.4   690.6  1143.2  2729.8 114812.6   115000  1746885241365  1746885246569
read      241.7   137.6    63.8    98.7   109.9   201.6   273.3   321.2   353.1   386.4   425.6   487.1   652.7  1017.8  2004.4 119738.4   120000  1746885248073  1746885253276
read      253.3   160.6    59.1   101.4   112.5   199.7   274.5   335.2   374.6   414.5   463.0   544.0   770.0  1159.0  2242.1 125115.0   125000  1746885254781  1746885259983
read      276.0   187.4    63.8   106.8   119.4   213.1   291.0   356.0   399.0   445.9   506.7   624.5   941.2  1561.8  3123.1 129871.0   130000  1746885261488  1746885266692
read      283.1   217.6    59.1   106.6   119.1   206.9   278.5   352.9   408.8   466.1   546.5   689.9  1064.7  1767.1  3902.7 134794.9   135000  1746885268198  1746885273402
read      330.6   337.3    59.1   113.1   127.8   211.9   268.3   336.4   422.2   533.2   712.4  1009.1  1733.7  2633.1  7272.8 140242.3   140000  1746885274908  1746885280113
read      436.0   731.3    63.8   128.9   147.4   218.2   246.4   265.8   283.9   318.9   880.7  2357.9  3358.4  7579.7  8127.4 143744.8   145000  1746885281617  1746885286820
read      469.5   820.9    68.9   133.8   154.3   233.4   263.9   283.6   300.7   331.6   535.3  2720.8  3487.1  7752.5  9149.1 140243.6   150000  1746885288325  1746885293528
read      463.1   800.6    68.9   138.2   157.0   230.9   263.3   285.1   305.1   341.8   711.6  2557.9  3597.4  7714.2  9164.4 142248.2   155000  1746885295034  1746885300237
read      483.9   843.2    63.8   134.4   153.6   243.6   275.3   295.7   314.6   345.4   592.6  2760.5  3852.6  7776.3  8795.7 137539.0   160000  1746885301743  1746885306952
read      479.5   860.6    68.9   132.1   151.3   239.7   269.2   287.8   303.4   329.9   477.3  2881.0  3726.7  7798.8  9482.3 139022.2   165000  1746885308458  1746885313661
read      464.4   808.6    68.9   136.3   155.3   228.0   262.6   286.8   308.9   346.6   677.4  2597.1  3683.8  7734.8  8138.8 142986.1   170000  1746885315166  1746885320368
read      456.2   780.0    63.8   135.9   156.4   228.1   257.5   279.2   302.1   357.6   796.0  2462.1  3576.0  7633.4  9144.0 144849.5   175000  1746885321874  1746885327080
read      463.3   815.1    63.8   132.4   153.4   231.2   259.9   279.2   297.0   335.0   638.0  2637.4  3700.1  7720.4  9346.5 143286.3   180000  1746885328586  1746885333787
read      450.2   822.5    68.9   132.7   156.4   223.0   245.7   260.7   273.2   295.4   396.6  2738.3  3695.5  7713.5  8134.8 147810.9   185000  1746885335292  1746885340495
