#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      183.0    88.0    74.4   113.6   121.9   168.3   191.4   205.4   216.2   230.3   251.4   294.0   442.8   931.1  2904.8  29968.9    30000  1746107229250  1746107239382
read      181.5    99.5    74.4   113.4   121.5   167.5   190.7   204.5   215.3   228.9   249.0   288.5   408.2   874.3  4012.8  29974.1    30005  1746107240893  1746107251009
read      178.4    84.2    74.4   113.0   120.8   165.7   187.6   200.9   211.7   224.6   243.1   278.9   384.1   894.9  2929.3  30152.1    30010  1746107252518  1746107262615
read      187.8   182.4    74.4   107.8   114.2   159.4   183.3   198.3   210.6   226.4   250.8   305.6   770.4  2765.8  6099.7  29940.0    30015  1746107264125  1746107274222
read      197.0   209.2    74.4   108.8   115.1   161.7   186.7   202.9   216.5   234.3   266.3   339.6   862.2  2843.3  6321.0  30030.3    30020  1746107275732  1746107285829
read      190.0   197.1    74.4   108.1   114.4   159.0   183.6   199.1   211.7   228.4   254.7   315.1   799.0  2814.8  6337.2  30065.2    30025  1746107287341  1746107297437
read      189.5   180.1    80.4   110.2   116.6   161.6   185.9   200.9   213.2   228.5   251.9   300.8   783.9  2760.9  6115.4  30003.8    30030  1746107298948  1746107309044
read      184.5   181.8    74.4   107.2   113.5   157.3   180.5   194.7   205.8   220.4   243.4   293.3   771.5  2774.8  6039.1  30162.3    30035  1746107310554  1746107320651
read      185.4   187.6    74.4   107.1   113.4   157.4   180.8   195.0   206.0   220.7   244.0   295.4   792.3  2816.6  6205.2  30063.6    30040  1746107322161  1746107332257
read      190.1   194.0    80.4   107.9   114.2   158.6   182.6   197.5   209.6   225.5   250.6   310.5   843.7  2794.9  6107.4  30086.6    30045  1746107333767  1746107343863
read      202.4   206.9    74.4   108.2   114.7   162.0   189.2   207.7   223.5   246.4   286.4   379.5   885.5  2843.3  6191.9  30066.0    30050  1746107345374  1746107355471
read      191.8   188.6    80.4   109.8   116.0   160.3   184.8   200.1   212.8   229.3   255.2   317.3   809.7  2753.7  6037.1  30036.0    30055  1746107356984  1746107367080
read      188.3   193.3    74.4   106.6   113.2   157.1   181.3   196.5   208.6   224.3   249.5   306.7   829.0  2765.7  6264.8  30124.4    30060  1746107368590  1746107378687
read      185.2   187.9    74.4   107.7   114.0   157.7   182.1   196.5   207.7   221.8   243.0   288.2   765.1  2761.1  6252.5  30130.3    30065  1746107380198  1746107390295
read      192.7   201.3    74.4   109.5   115.6   160.5   185.5   200.4   212.7   228.4   252.3   308.9   834.1  2835.6  6200.1  30091.8    30070  1746107391805  1746107401901
read      188.9   180.6    74.4   107.8   114.4   159.6   185.0   200.6   213.1   229.0   253.0   308.4   776.8  2640.5  6155.7  30059.6    30075  1746107403410  1746107413507
read      196.0   176.8    74.4   110.1   117.1   163.8   189.3   205.9   218.8   237.1   270.4   352.4   767.4  2631.2  5415.3  30209.1    30080  1746107415018  1746107425114
read      180.6    78.8    74.4   113.2   121.0   166.9   190.1   203.3   214.3   227.9   248.2   289.6   427.6   767.9  2656.3  30118.3    30085  1746107426624  1746107436721
read      182.0   121.3    80.4   113.8   121.8   168.4   191.4   204.8   215.3   228.7   248.4   286.9   412.8   866.5  3097.7  30055.8    30090  1746107438230  1746107448330
