#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      577.4   695.9   101.3   179.3   201.6   339.1   455.0   570.7   683.9   867.2  1195.1  1905.0  3739.7  6333.8  8635.4  29902.5    30000  1745402136593  1745402146762
read      517.0   543.7   101.3   180.5   202.6   344.2   460.1   558.8   647.3   778.4  1004.6  1431.9  2678.6  6142.8  9894.2  29889.6    30005  1745402148273  1745402158420
read     1022.3  1580.6   101.3   195.6   221.6   315.7   381.4   519.8  1317.4  2405.5  3907.7  4485.6  6421.5 10623.7 13605.8  26647.9    30010  1745402159932  1745402170032
read     1051.8  1558.9   101.3   196.8   221.2   316.9   408.0   972.4  1647.3  2437.4  3426.4  4552.9  6422.1  9450.3 12813.6  25664.9    30015  1745402171543  1745402181643
read      976.1  1429.6   101.3   195.9   217.7   303.9   395.7   907.6  1427.7  2286.1  3273.8  4303.1  6287.6  8571.0 16108.6  27670.6    30020  1745402183155  1745402193267
read      941.3  1364.2   101.3   194.0   212.3   300.6   409.1   876.4  1328.4  2134.4  3156.9  4254.0  6185.7  8382.9 12637.0  28450.6    30025  1745402194780  1745402204879
read      961.6  1339.9   101.3   194.9   216.8   317.2   482.8  1059.7  1449.1  2167.9  2947.5  4142.7  6217.8  8513.8 12582.3  27733.9    30030  1745402206391  1745402216491
read      933.2  1270.8    93.8   194.0   215.8   314.0   498.6  1060.8  1401.9  2045.4  2869.3  3977.5  6073.2  7872.5 13109.5  28377.1    30035  1745402218002  1745402228101
read     1127.2  1461.8   109.4   209.4   231.1   371.1   693.6  1391.2  1947.3  2664.8  3490.6  4436.7  6264.4  8243.2 12617.8  23918.1    30040  1745402229612  1745402239709
read     1071.8  1481.4    93.8   204.5   226.7   334.3   477.3  1175.7  1759.4  2624.8  3569.6  4361.3  6288.3  8732.6 12431.6  25282.2    30045  1745402241220  1745402251319
read     1025.0  1404.4   101.3   203.0   227.5   338.8   504.8  1177.1  1635.2  2353.5  3201.4  4221.3  6279.9  8671.9 14377.2  26245.4    30050  1745402252831  1745402262929
read      655.3  1183.2    93.8   166.5   184.2   291.6   372.0   491.7   711.4  1033.3  1629.5  2354.5  5809.0 11636.1 35852.3  27865.7    30055  1745402264440  1745402274540
read     1749.3  2155.1   101.3   217.9   245.1   427.2  1688.1  2994.7  3737.3  4368.0  5071.8  6153.8  8240.7 13289.0 19543.7  16152.7    30060  1745402276053  1745402286152
read     1822.6  2321.7   101.3   216.1   242.6   488.1  1866.0  3013.0  3682.7  4332.2  5076.1  6225.0  9555.5 17905.6 28929.8  15719.3    30065  1745402287664  1745402297764
read     1468.3  1978.1   109.4   205.3   225.0   394.1  1243.6  2107.2  2704.6  3424.8  4290.8  5734.1  8052.0 15521.4 23739.4  19130.9    30070  1745402299274  1745402309375
read      502.5   615.5   101.3   163.8   180.0   279.8   349.5   427.6   566.3   853.0  1114.3  1893.0  2616.6  6215.8  8228.2  30084.5    30075  1745402310886  1745402320987
read      482.8   577.5   101.3   161.8   177.6   276.0   340.6   404.4   528.2   813.3  1083.6  1751.9  2505.6  6161.0  7901.0  30111.6    30080  1745402322499  1745402332600
read      578.4   751.7   101.3   168.6   186.2   300.9   392.1   500.4   661.7   972.7  1415.7  2189.7  4130.0  6364.0  8092.5  30026.5    30085  1745402334111  1745402344214
read      505.6   620.2   101.3   164.8   181.0   282.1   354.2   436.8   590.5   875.9  1126.3  1863.2  2627.6  6292.0 10690.0  30081.7    30090  1745402345727  1745402355825
read      500.3   622.8   101.3   162.4   178.6   276.7   343.4   417.3   578.8   885.6  1116.9  1796.8  2747.5  6236.8 10364.9  30042.1    30095  1745402357335  1745402367434
read      526.6   673.7   101.3   165.6   182.2   283.2   352.7   435.0   595.2   917.4  1179.6  1963.4  3279.8  6316.3  8902.1  30136.9    30100  1745402368946  1745402379048
read      515.7   656.2    93.8   161.4   177.3   275.5   343.9   426.0   599.3   919.3  1168.1  1919.8  3218.5  6262.8  8114.5  30023.5    30105  1745402380560  1745402390659
read      331.8   313.0    93.8   161.8   177.4   273.2   328.7   364.1   392.6   429.3   486.1   621.4  1375.0  4871.0 10737.9  30088.8    30110  1745402392168  1745402402270
read      326.2   359.1    93.8   161.1   176.4   263.5   307.5   335.8   359.0   391.0   441.7   587.5  1670.5  5741.7  9737.8  30210.8    30115  1745402403785  1745402413888
