#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      162.0   121.6    68.9   110.9   118.3   151.6   166.1   174.6   182.0   190.8   203.3   228.2   296.8  1099.2  7125.9   4940.2     5000  1746883412921  1746883418191
read      167.7    51.8    68.9   111.0   121.4   161.7   177.8   186.9   194.9   203.7   217.6   242.5   301.1   503.6  1097.6   9956.2    10000  1746883419695  1746883424952
read      176.3    84.5    68.9   107.6   119.8   170.3   188.3   198.5   206.3   216.3   230.8   254.2   316.9  1095.1  2939.1  14967.2    15000  1746883426457  1746883431671
read      180.0    68.8    63.8   104.1   116.4   176.0   196.8   208.6   217.3   229.2   244.7   269.5   323.7   463.0  1815.2  20052.8    20000  1746883433177  1746883438390
read      192.4    78.7    59.1   102.6   115.3   188.8   213.6   228.0   238.0   251.0   267.1   291.6   345.4   509.3  2477.1  25070.4    25000  1746883439895  1746883445111
read      193.4    75.7    63.8   100.6   112.1   190.2   217.1   232.6   244.2   257.2   273.3   297.0   349.0   469.1  2787.5  29922.2    30000  1746883446616  1746883451830
read      199.5    80.6    63.8    98.8   110.1   195.5   227.8   245.7   258.1   271.8   289.1   313.8   368.4   543.8  2383.7  35080.8    35000  1746883453335  1746883458549
read      201.8    76.5    63.8    99.2   109.9   196.6   233.0   252.5   265.5   279.6   296.4   322.3   382.2   525.6  1218.4  40108.4    40000  1746883460055  1746883465267
read      207.2    97.3    59.1    97.0   107.6   200.7   241.8   262.4   275.1   290.3   308.6   335.7   396.2   752.5  2584.2  44925.4    45000  1746883466773  1746883471988
read      203.5    82.6    63.8    97.6   107.9   194.9   237.3   259.9   274.0   290.0   309.2   336.8   393.6   523.7  1766.1  50014.5    50000  1746883473492  1746883478705
read      205.0    89.2    59.1    96.1   106.2   194.3   240.0   263.8   278.8   295.2   315.1   343.7   402.8   542.7  2047.2  55236.0    55000  1746883480210  1746883485429
read      207.9   120.2    59.1    96.1   106.4   195.3   243.3   268.2   284.3   301.7   321.4   351.5   411.6   545.4  3234.6  59904.7    60000  1746883486934  1746883492150
read      206.9    90.8    59.1    95.6   105.5   193.8   242.4   267.7   284.4   302.6   324.0   355.7   416.5   546.0  2007.0  65083.4    65000  1746883493655  1746883498869
read      210.8   160.3    59.1    95.6   106.0   195.1   246.0   272.4   290.3   309.8   333.0   366.0   431.4   587.8  2575.4  69812.0    70000  1746883500374  1746883505590
read      211.8   103.0    59.1    95.6   105.9   194.9   246.7   274.4   293.2   313.7   337.9   371.7   443.3   684.4  2471.9  74890.2    75000  1746883507097  1746883512312
read      211.1    98.1    59.1    94.1   104.7   194.3   246.5   274.5   293.6   314.3   338.7   372.4   442.9   615.2  1757.5  79678.0    80000  1746883513817  1746883519031
read      211.7   122.2    63.8    95.2   105.5   192.4   244.7   274.0   294.0   315.6   341.3   376.8   453.9   669.8  3268.1  84889.2    85000  1746883520536  1746883525749
read      213.0   103.8    59.1    95.3   105.6   192.9   245.8   275.9   296.2   318.4   344.8   383.2   464.7   752.0  2062.6  90099.6    90000  1746883527256  1746883532467
read      216.1   179.2    59.1    95.9   106.5   193.3   247.1   277.6   298.2   320.7   347.3   387.2   468.1   756.4 11517.7  94860.6    95000  1746883533972  1746883539186
read      215.9   160.4    59.1    95.4   106.4   195.3   247.5   277.4   297.9   320.6   347.8   387.5   466.9   636.9 10976.6 100120.7   100000  1746883540690  1746883545905
read      216.8   115.5    59.1    95.4   106.8   196.6   248.3   278.2   299.1   322.6   351.1   392.7   471.3   646.9  3179.4 105084.2   105000  1746883547411  1746883552622
read      213.4   101.6    63.8    96.9   108.0   192.1   243.8   273.6   295.1   318.8   347.1   389.1   464.9   591.6  3095.6 109970.8   110000  1746883554126  1746883559342
read      223.4   129.0    54.7   100.0   112.6   202.8   255.2   285.1   306.4   330.4   359.5   400.7   486.8   667.8  2817.7 114950.4   115000  1746883560846  1746883566060
read      227.1   110.2    59.1   102.1   115.5   208.3   259.8   288.9   309.9   333.8   362.9   403.1   488.5   654.9  2035.4 120238.8   120000  1746883567564  1746883572779
read      228.1   102.5    59.1   102.7   116.7   210.8   260.9   289.0   309.3   332.9   362.0   402.7   493.7   645.2  1985.5 124974.2   125000  1746883574283  1746883579495
read      239.3   114.3    63.8   108.5   123.8   219.7   271.7   301.6   322.7   347.4   378.4   425.2   527.7   746.4  3164.4 129664.7   130000  1746883580999  1746883586212
read      239.6   115.7    63.8   110.3   125.8   221.3   272.3   301.3   321.5   345.1   374.3   419.5   513.1   756.6  3926.8 134721.2   135000  1746883587715  1746883592929
read      263.3   123.2    63.8   122.3   141.1   244.5   297.7   328.1   349.6   374.6   406.9   458.8   569.3   785.8  4175.8 139929.0   140000  1746883594434  1746883599645
read      319.8   137.0    68.9   147.5   172.2   297.9   355.1   393.2   423.2   459.3   503.6   564.6   666.6   820.5  3883.3 144994.6   145000  1746883601149  1746883606363
read      355.1   166.5    59.1   177.7   205.4   324.4   400.4   446.2   475.6   506.8   542.6   590.4   684.1   945.2  5375.6 149588.5   150000  1746883607867  1746883613080
