#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      227.7   182.1   118.1   158.7   165.9   208.1   228.1   238.8   247.5   257.0   270.9   295.9   567.2  2620.5  6228.9  29982.9    30000  1745442680045  1745442690279
read      227.5   210.2   118.1   153.9   162.0   202.2   222.6   233.5   242.3   252.3   267.1   294.2   834.0  2741.7  6311.6  29932.1    30005  1745442691795  1745442701928
read      229.1   194.5   118.1   155.3   163.2   204.5   225.2   235.9   245.4   255.1   270.7   299.2   796.3  2662.2  6231.8  29995.7    30010  1745442703440  1745442713546
read      227.3   210.3   118.1   154.0   162.1   202.2   222.1   232.7   241.1   251.2   265.9   292.8   807.9  2778.3  6349.0  30099.5    30015  1745442715058  1745442725168
read      227.4   200.8   118.1   153.1   161.4   203.3   224.0   234.8   243.9   253.8   268.9   296.4   758.8  2697.0  6312.8  29976.5    30020  1745442726680  1745442736784
read      228.5   188.8   118.1   156.3   163.9   205.0   225.6   236.2   245.7   255.3   270.5   297.0   728.8  2613.9  6220.9  30060.9    30025  1745442738297  1745442748403
read      224.8   194.5   118.1   153.2   161.1   201.0   221.1   232.0   240.3   250.7   265.5   292.7   725.0  2633.1  6278.8  30049.4    30030  1745442749916  1745442760023
read      225.0   194.4   118.1   154.5   162.2   201.4   221.0   231.8   240.0   250.3   264.8   291.7   747.5  2559.5  6321.4  30061.5    30035  1745442761536  1745442771638
read      229.9   203.8   118.1   156.2   164.0   204.8   225.3   236.1   245.8   255.9   271.4   299.8   754.2  2816.8  6291.9  30098.8    30040  1745442773148  1745442783250
read      223.8   195.2   118.1   153.6   161.5   199.9   219.7   230.7   238.5   249.1   263.1   289.0   723.7  2697.5  6259.3  29977.5    30045  1745442784762  1745442794865
read      226.4   189.4   118.1   155.4   163.1   203.8   223.8   234.3   243.0   252.5   267.0   292.6   731.5  2649.3  6234.0  30084.3    30050  1745442796376  1745442806479
read      228.0   203.7   118.1   155.0   162.9   204.2   224.4   234.9   244.0   253.6   268.4   294.4   745.0  2693.9  6355.7  29996.5    30055  1745442807991  1745442818095
read      226.2   194.0   118.1   156.0   163.6   203.5   222.7   233.0   241.2   251.0   264.9   290.1   715.3  2621.9  6238.5  30048.6    30060  1745442819607  1745442829707
read      226.6   211.5   118.1   153.7   161.5   201.2   220.8   231.6   239.6   250.0   264.2   290.3   856.5  3011.9  6320.1  30032.1    30065  1745442831219  1745442841321
read      214.6    81.6   118.1   160.4   167.6   208.8   226.6   235.5   243.4   251.6   263.4   280.7   328.4   613.6  4172.3  30053.9    30070  1745442842832  1745442852932
read      213.7    79.6   118.1   160.8   167.6   208.3   225.8   234.6   242.1   250.3   261.3   276.9   320.7   554.6  3491.2  29995.2    30075  1745442854444  1745442864543
read      214.6    82.7   118.1   160.4   167.6   208.9   226.7   235.6   243.4   251.5   263.0   279.7   324.9   599.1  4152.5  30028.7    30080  1745442866055  1745442876160
read      216.8    86.7   109.4   161.8   169.4   211.0   228.8   238.1   245.8   253.5   265.6   283.0   330.6   673.8  3882.0  30143.8    30085  1745442877671  1745442887776
read      217.1    74.0   118.1   162.3   170.1   211.3   229.1   238.5   246.3   254.0   266.2   283.7   329.8   675.3  3200.5  30113.3    30090  1745442889289  1745442899394
read      217.7    98.0   109.4   160.2   167.8   211.0   229.5   239.4   247.1   254.9   267.4   285.7   337.4   972.6  4431.1  30137.1    30095  1745442900906  1745442911007
