Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747211375237
Timestamp end: 1747212155477

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      248.2   342.0    63.8   109.8   126.8   211.6   232.6   245.6   254.6   268.1   286.9   333.7  1429.1  5173.6  8072.5   8202.3     8195
read      603.7   854.3    74.4   178.4   203.0   352.6   430.7   496.9   581.9   850.0  1448.4  1802.2  3732.5  9929.4 15893.0 158091.4   158594
read      398.1   445.0    74.4   154.9   181.1   334.7   409.7   457.4   496.3   547.9   629.7   783.5  1269.4  6166.7 18204.9 149688.2   149766
read      245.5   484.8    63.8   108.8   120.3   191.6   220.1   235.9   250.1   268.4   297.1   384.6  1311.4  7767.8 15738.3  10413.2    10382
read      688.4   882.3    68.9   177.2   200.3   357.0   449.8   574.9  1235.7  1480.0  1660.0  2065.9  3695.7  8122.9 18084.8 170444.3   170548
read      715.3   917.6    74.4   175.4   199.1   356.5   459.4   716.7  1326.2  1536.0  1712.9  2145.1  3979.8  9476.1 17856.1 150677.7   150565
read      680.9   863.9    74.4   171.1   194.7   344.4   433.7   590.6  1189.8  1488.3  1681.1  2106.5  3816.4  7988.4 16491.0 137187.4   137144
read      699.8   900.7    74.4   174.2   197.1   351.8   444.6   589.5  1245.3  1517.4  1712.6  2342.5  3868.9  8261.8 15888.3 143570.5   143496
read      697.9   879.8    74.4   175.4   198.0   355.3   447.6   603.9  1273.0  1524.4  1713.1  2196.4  3823.9  8235.8 16089.6 144889.5   144743
read      696.5   906.7    74.4   173.9   196.2   351.2   439.9   575.7  1176.5  1515.2  1714.0  2330.2  3884.4  8787.5 15949.7 116873.6   116745
read      706.2   888.4    74.4   176.3   199.7   362.3   463.1   666.1  1297.8  1522.2  1703.5  2119.1  3875.9  8639.8 15857.7 129515.9   129314
read      714.0   897.3    80.4   178.0   201.2   365.6   466.8   651.9  1303.4  1539.8  1724.4  2250.3  3884.9  9069.7 16175.9 144798.9   144723
read      715.2   906.7    74.4   180.5   203.9   369.0   468.1   640.1  1296.1  1540.8  1726.3  2196.9  3909.2  9320.3 15940.6 117371.4   117379
read      700.3   893.5    80.4   178.9   202.0   363.6   456.8   594.3  1201.8  1515.8  1713.3  2163.4  3868.9  9278.1 15617.9 119877.6   119931
read      693.2   915.1    80.4   177.0   199.3   358.0   446.9   553.4   996.6  1491.6  1705.1  2289.9  3943.3  9534.5 15117.5 132208.0   132052
