#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      626.2   803.3    93.8   173.9   196.7   336.3   456.0   581.6   727.1   995.6  1479.6  2257.5  4342.4  6450.9  9030.4  29852.8    30000  1745403842364  1745403852590
read      520.3   525.0    93.8   173.5   194.8   346.4   484.4   598.8   689.7   816.7  1015.8  1405.5  2596.1  6106.9  7762.7  29987.5    30005  1745403854103  1745403864228
read      395.2   543.1    93.8   156.8   174.0   286.5   355.4   407.6   449.3   505.7   608.4   842.2  2275.3  8066.1 12899.8  30005.3    30010  1745403865740  1745403875843
read      374.0   469.7   101.3   154.1   170.3   278.0   343.4   390.8   427.8   477.7   571.7   785.2  2017.2  6476.2 11959.4  29989.9    30015  1745403877356  1745403887462
read      385.4   477.3    93.8   152.1   168.0   270.5   333.4   380.7   420.6   479.2   608.1   975.1  2321.3  6080.2 12392.0  29994.8    30020  1745403888974  1745403899080
read      503.4   640.4   101.3   158.3   174.7   269.9   341.2   434.9   597.0   792.6  1295.6  1740.2  3033.7  6248.5  9342.3  30084.3    30025  1745403900592  1745403910694
read      478.0   591.2   101.3   156.9   172.9   265.1   331.0   408.7   538.5   735.9  1142.0  1713.1  2574.5  6066.3  7982.5  30016.3    30030  1745403912207  1745403922310
read      520.9   643.4   101.3   160.2   176.0   277.1   364.7   471.2   625.4   825.1  1374.4  1855.3  2875.4  6217.8  7866.7  30038.2    30035  1745403923824  1745403933926
read      487.6   604.9   101.3   156.5   172.0   264.7   340.1   438.5   582.0   762.6  1156.0  1735.7  2691.7  6126.4  9386.5  30042.2    30040  1745403935439  1745403945538
read      473.7   620.5    93.8   155.4   170.9   260.9   324.3   403.2   543.6   739.7  1110.1  1710.8  2535.6  6168.9 12574.6  30062.9    30045  1745403947050  1745403957150
read      503.9   633.2    93.8   157.8   173.8   269.5   346.1   446.7   603.3   799.7  1267.4  1800.9  2722.0  6236.3 10388.6  30033.6    30050  1745403958662  1745403968767
read      522.6   687.5   101.3   158.1   174.6   274.5   351.7   446.5   597.0   804.5  1303.6  1870.0  3465.8  6297.2  8533.3  30105.4    30055  1745403970280  1745403980381
read      465.8   559.4    93.8   155.5   171.4   262.5   326.7   403.2   532.9   740.2  1079.4  1705.3  2466.4  5983.2  9028.7  29965.8    30060  1745403981893  1745403991995
read      466.3   559.4    93.8   155.3   171.0   261.5   325.2   401.5   537.2   746.1  1092.6  1701.6  2480.5  6019.5  7980.2  30062.3    30065  1745403993508  1745404003608
read      515.8   652.2   101.3   158.3   174.5   276.7   362.7   464.4   603.1   800.9  1329.7  1853.0  2738.8  6307.6 10635.1  30080.6    30070  1745404005120  1745404015228
read      476.7   575.7   101.3   157.5   174.4   268.6   334.2   412.1   548.9   754.0  1110.0  1718.5  2522.3  6068.3  8601.7  30027.6    30075  1745404016741  1745404026850
read      468.8   597.9    93.8   157.1   173.4   272.6   342.5   415.5   508.2   698.8   977.0  1710.4  2500.0  6198.2 11274.9  30179.1    30080  1745404028362  1745404038466
read      349.6   316.7   101.3   153.4   169.4   278.5   343.3   393.8   433.0   482.7   557.0   711.4  1521.9  4472.4  6716.7  30132.5    30085  1745404039979  1745404050082
