#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      215.7   117.4   118.1   153.8   162.3   203.6   223.6   234.4   243.2   252.8   266.4   287.8   375.4  2078.4  4775.7  29948.7    30000  1745444681373  1745444691557
read      229.9   213.4   118.1   155.2   163.2   202.8   223.6   234.9   244.3   254.2   269.4   295.7   944.2  3118.5  6311.7  29981.4    30005  1745444693068  1745444703193
read      225.4   189.4   118.1   153.7   161.8   201.3   222.5   234.2   243.6   253.7   268.3   292.8   795.1  3026.6  6158.4  29935.0    30010  1745444704703  1745444714803
read      228.2   185.4   118.1   156.4   164.2   205.7   226.5   237.7   246.9   256.5   270.6   295.2   753.3  3003.0  5983.6  29956.9    30015  1745444716314  1745444726414
read      223.6   179.3   118.1   155.1   162.6   200.6   221.4   232.7   241.1   250.9   264.3   287.6   766.7  2788.5  5326.7  30073.2    30020  1745444727927  1745444738027
read      228.3   193.8   118.1   155.2   163.4   203.8   225.1   236.2   245.5   254.8   269.2   293.3   835.8  3012.0  6087.9  30071.6    30025  1745444739538  1745444749638
read      223.0   178.4   118.1   154.4   162.2   200.8   221.9   232.9   241.2   251.0   264.5   288.2   685.5  2912.0  5982.9  29980.1    30030  1745444751149  1745444761248
read      227.3   201.1   118.1   154.2   162.1   201.8   224.2   235.7   245.3   254.9   269.7   294.7   799.9  3066.6  6294.8  30112.3    30035  1745444762757  1745444772858
read      219.3   178.0   118.1   152.6   159.7   198.0   218.6   230.0   237.5   248.0   260.9   284.2   634.0  2914.5  6169.7  29963.2    30040  1745444774369  1745444784469
read      229.9   190.1   127.6   158.3   165.6   206.3   227.9   239.5   248.5   258.6   271.8   295.5   787.3  3030.4  6183.4  30115.4    30045  1745444785978  1745444796075
read      224.7   191.4   118.1   153.0   161.2   201.0   222.5   233.9   242.9   252.8   266.8   290.2   785.2  3033.9  6153.7  29974.6    30050  1745444797586  1745444807685
read      226.9   191.3   118.1   155.1   162.9   203.7   225.7   236.6   245.8   255.0   269.4   294.3   722.5  3040.8  6243.8  30069.9    30055  1745444809196  1745444819294
read      227.5   197.3   118.1   154.7   162.9   203.5   225.2   236.5   245.9   255.6   269.8   293.5   800.8  3041.0  6221.7  30013.7    30060  1745444820805  1745444830905
read      226.3   196.6   118.1   154.9   162.7   201.9   223.0   234.1   243.0   252.7   266.8   290.8   794.4  3066.0  6210.9  30098.4    30065  1745444832416  1745444842515
read      218.6   139.0   118.1   155.1   163.2   204.3   224.7   234.8   243.1   251.8   264.6   285.3   419.4  2271.7  5998.4  30073.7    30070  1745444844025  1745444854124
read      214.3    82.6   118.1   159.7   167.0   208.3   227.2   236.6   244.5   252.4   263.9   279.9   322.5   596.2  3435.4  29994.9    30075  1745444855636  1745444865734
read      217.8    82.0   118.1   161.7   169.3   211.2   230.4   240.6   247.9   255.3   267.3   284.4   337.7   834.8  3842.5  30077.8    30080  1745444867245  1745444877342
read      215.6    68.8   118.1   158.8   166.9   209.2   228.7   239.3   247.2   255.2   267.3   284.7   330.8   690.9  3170.1  30113.4    30085  1745444878853  1745444888952
read      216.4    75.5   118.1   159.0   167.1   209.7   229.3   239.9   247.7   255.8   267.9   285.9   339.6   706.9  3598.8  30065.3    30090  1745444890465  1745444900576
