Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747240757401
Timestamp end: 1747241537636

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      256.0   154.1    63.8   111.1   122.9   240.0   292.9   319.7   338.9   360.6   387.0   427.6   576.9  2134.0  3713.1  36851.7    36938
read      286.6   380.6    68.9   107.6   117.5   234.3   298.4   334.8   360.1   388.2   422.6   479.1  1405.5  5944.4  9015.7  57014.2    56902
read      280.9   329.8    63.8   111.6   122.9   213.3   279.9   325.2   363.1   410.5   471.9   580.8  1289.0  4489.7 12644.2 102234.2   102243
read      238.5   172.8    59.1   124.8   143.6   225.3   255.8   272.2   284.6   298.2   317.4   348.7   484.3  2433.3  7531.5  14068.0    14085
read      275.7   252.6    63.8   111.0   122.2   220.4   300.1   353.1   388.6   425.8   469.1   539.2   851.9  3281.0  8411.1  94307.2    94103
read      266.3   234.8    68.9   106.9   116.9   231.6   298.9   336.0   361.3   389.2   423.5   476.7   778.4  3313.9  7698.0  58147.9    58175
read      295.8   300.0    68.9   125.1   140.8   233.2   280.7   310.9   335.2   367.6   419.4   580.8  1546.9  3461.1  7689.0 151151.8   151312
read      277.8   198.3    63.8   111.0   122.9   230.9   309.3   355.3   387.2   423.1   468.1   547.2   905.3  2205.7  4797.7  83289.5    83333
read      334.9   366.0    63.8   141.1   161.7   269.8   319.0   350.1   374.9   409.0   463.0   596.2  1726.7  4264.1  8476.1 165159.1   165153
read      283.8   325.4    68.9   113.1   125.6   213.5   269.0   306.0   336.5   377.0   437.6   578.6  1746.9  3488.3  7843.4 123935.7   123975
read      256.0   204.2    63.8   112.8   126.1   231.6   277.6   302.6   319.9   341.7   370.1   418.6   840.3  2761.7  6896.2  28424.1    28449
read      250.0   282.5    74.4   120.8   138.2   217.8   250.6   269.9   285.0   303.8   331.3   385.2   955.7  3866.3  9497.4  14948.8    14903
read      242.5   175.4    68.9   113.8   126.4   228.7   268.9   290.0   305.2   322.1   345.8   386.4   534.8  2638.2  6386.8  31260.3    31189
read      238.5   125.1    63.8   110.5   121.4   224.3   272.1   297.5   315.6   337.2   365.2   408.2   529.7  1260.5  4084.2  40495.4    40636
read      238.0   131.3    59.1   107.1   117.0   210.3   271.1   305.6   329.3   356.2   389.1   437.8   590.6  1277.9  2930.1  80519.2    80574
read      496.4   562.8    63.8   154.3   175.7   257.8   327.8   472.3   702.1  1009.4  1333.2  1575.2  2711.1  4217.6  7981.0 168941.4   168820
read      501.2   595.3    68.9   153.8   174.8   255.8   321.8   448.4   662.9   981.3  1354.0  1644.8  2975.0  4275.1  8030.0 162621.5   162621
read      446.1   526.2    63.8   146.3   163.9   250.6   339.3   447.1   560.5   737.1  1017.2  1445.5  2620.4  4758.0  8095.1 101565.8   101621
read      261.5   200.0    63.8   111.9   123.8   216.1   277.7   315.1   342.0   374.1   421.3   518.6   967.3  2170.1  7203.8  58485.3    58592
read      490.4   555.9    68.9   152.5   173.6   256.0   329.4   482.4   695.3   982.1  1307.8  1541.9  2679.7  4296.8  8022.1 132612.8   153042

Total QPS = 96758.2 (75471384 / 780.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 18641432589 bytes :   22.8 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.85%,40.20%,100.00%
