#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      276.7   407.1    93.8   134.3   143.6   195.2   221.4   236.8   250.5   269.0   300.7   516.9  2460.2  4844.4  6553.4  29965.4    30000  1745421761282  1745421771431
read      272.9   387.0    93.8   132.8   141.9   192.0   217.8   233.7   247.5   266.7   304.1   566.5  2386.8  4542.1  6406.0  29895.6    30005  1745421772941  1745421783062
read      322.8   482.6    93.8   141.3   151.3   205.1   234.3   254.9   274.2   307.4   422.0  1044.5  2680.8  5494.5  7458.4  30091.0    30010  1745421784572  1745421794670
read      244.1   267.7    93.8   137.7   146.5   198.5   224.3   239.3   251.5   267.8   291.9   366.9  1498.4  3229.7  6257.5  29949.1    30015  1745421796180  1745421806280
read      238.9   253.2    93.8   136.7   145.8   198.7   224.8   239.6   251.5   267.4   290.5   347.9  1416.7  3180.8  6418.4  30020.6    30020  1745421807789  1745421817889
read      240.5   256.5    93.8   137.2   146.2   197.8   222.9   236.9   249.3   264.7   287.9   357.4  1463.4  3110.9  6343.3  30111.6    30025  1745421819399  1745421829498
read      238.8   251.5    93.8   137.9   146.8   198.0   223.4   237.5   249.4   264.3   286.5   344.3  1445.1  3154.8  6264.6  30068.6    30030  1745421831008  1745421841108
read      245.8   266.6   101.3   139.8   149.4   202.0   228.2   243.7   255.2   271.4   295.3   369.4  1470.2  3334.6  6350.7  30069.7    30035  1745421842618  1745421852713
read      238.8   238.5    93.8   137.3   146.4   198.8   224.9   239.7   251.6   267.3   290.4   354.4  1424.3  3040.3  6050.5  30162.9    30040  1745421854224  1745421864322
read      241.6   254.3    93.8   138.8   148.0   199.4   225.4   240.4   252.2   268.0   290.9   357.7  1462.8  3124.0  6370.5  30093.1    30045  1745421865832  1745421875931
read      241.2   255.1    93.8   138.5   147.8   199.9   225.7   240.5   252.2   268.0   291.0   355.5  1446.5  3167.8  6264.6  30011.6    30050  1745421877441  1745421887539
read      240.4   251.3    93.8   137.2   146.5   199.1   224.8   239.8   251.9   268.1   292.1   362.5  1437.6  3108.0  6241.3  29993.5    30055  1745421889049  1745421899146
read      243.9   266.1    93.8   138.1   147.1   199.2   225.3   240.4   252.3   268.7   292.9   371.9  1486.9  3171.7  6391.8  30098.3    30060  1745421900656  1745421910753
read      239.2   243.0    93.8   137.8   146.8   199.1   224.4   238.8   250.7   266.2   289.2   351.0  1426.8  3104.5  6068.9  30046.7    30065  1745421912264  1745421922364
read      241.3   253.4    93.8   138.5   147.4   198.9   224.5   239.0   250.9   266.5   289.7   356.9  1466.0  3143.8  6217.7  29903.5    30070  1745421923874  1745421933973
read      241.5   246.3    93.8   140.1   149.5   200.3   226.0   240.9   252.8   269.0   292.8   362.8  1437.3  3062.0  6251.7  30066.1    30075  1745421935484  1745421945582
read      243.5   258.3    93.8   139.2   148.8   200.3   226.2   241.4   253.4   270.2   295.0   371.3  1447.3  3180.5  6778.2  30093.1    30080  1745421947092  1745421957194
read      219.2   179.6    93.8   138.3   147.4   197.3   220.2   232.7   242.4   253.7   270.5   299.9   763.8  2554.0  6017.5  30102.2    30085  1745421958705  1745421968810
read      206.7    78.2    93.8   140.4   150.6   201.1   222.3   233.2   241.8   251.6   265.4   286.3   333.5   583.5  3792.6  30102.0    30090  1745421970320  1745421980420
