#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      284.9   131.4   109.4   169.2   185.3   267.4   304.7   326.1   342.7   364.3   393.3   441.8   584.2  1712.9  4798.7  29955.8    30000  1745334444376  1745334454531
read      287.8   130.5   101.3   168.1   184.3   269.5   308.8   331.9   349.1   371.5   401.9   455.8   616.7  1423.6  4646.5  30085.2    30005  1745334456044  1745334466195
read      275.2   123.0   109.4   166.6   181.9   259.8   294.9   315.2   330.8   349.2   375.4   421.6   545.4  1452.0  4396.6  30041.3    30010  1745334467708  1745334477812
read      284.2   139.1   109.4   169.9   185.5   267.2   304.4   325.5   341.9   362.9   391.4   437.7   572.4  1695.3  6078.0  30008.3    30015  1745334479325  1745334489425
read      279.1   128.6   109.4   167.2   182.5   262.1   298.3   319.3   336.2   356.3   383.8   430.1   568.5  1775.8  4306.6  30013.6    30020  1745334490937  1745334501038
read      277.3   117.2   101.3   167.6   183.2   262.3   297.7   318.4   334.7   353.9   380.1   424.9   544.3  1477.2  3936.4  30035.5    30025  1745334502551  1745334512651
read      281.6   146.9   101.3   168.1   183.4   263.2   299.7   320.4   337.5   358.3   387.1   435.6   594.2  1748.6  5079.8  30036.8    30030  1745334514164  1745334524277
read      272.8   132.3   101.3   165.9   180.4   256.2   290.6   310.6   325.1   343.7   370.2   416.7   549.8  1795.6  4991.3  29986.9    30035  1745334525791  1745334535896
read      290.3   129.7   109.4   171.4   187.9   271.2   309.7   332.6   349.6   371.8   402.3   458.0   630.0  1686.4  4230.1  30106.8    30040  1745334537410  1745334547512
read      299.6   165.6   109.4   170.5   186.4   273.4   314.9   340.0   360.2   385.7   422.4   491.0   770.1  2077.9  5358.4  30087.4    30045  1745334549024  1745334559127
read      286.2   164.3   101.3   169.6   185.3   266.9   304.5   326.2   343.0   365.0   394.7   447.7   614.3  1724.7  6339.6  30031.6    30050  1745334560639  1745334570739
read      279.8   131.6   101.3   165.5   180.8   261.5   298.9   320.6   338.5   360.1   389.4   437.9   583.9  1671.6  4640.6  30084.5    30055  1745334572253  1745334582351
read      290.6   175.7   101.3   168.0   183.5   266.9   306.5   330.2   347.9   372.1   405.1   467.4   689.2  1916.1  7240.2  30060.5    30060  1745334583864  1745334593968
read      316.6   228.1   101.3   172.4   189.1   280.9   325.9   354.6   377.2   407.6   453.5   541.2   904.1  2985.7  7611.5  30001.1    30065  1745334595480  1745334605581
read      299.1   168.4   109.4   170.9   186.5   272.0   312.9   337.8   357.7   383.2   420.8   492.4   773.7  2241.9  4995.3  30039.0    30070  1745334607097  1745334617220
read      282.2   190.6   101.3   165.8   181.1   261.4   298.4   320.0   337.4   358.7   388.6   441.4   613.7  2055.1  9673.2  30107.0    30075  1745334618733  1745334628839
read      282.8   132.6   101.3   168.4   183.9   264.9   302.2   323.7   340.9   362.5   391.8   440.3   589.7  1567.7  4794.6  30042.6    30080  1745334630353  1745334640457
read      278.4   151.0   109.4   166.0   180.8   259.7   295.6   316.7   333.4   353.6   381.8   430.8   584.2  1918.6  6050.7  30148.4    30085  1745334641969  1745334652069
read      297.0   180.0   109.4   171.4   187.7   274.2   314.8   338.9   357.8   381.3   415.2   474.0   677.9  1938.7  8315.4  30187.5    30090  1745334653583  1745334663690
read      280.4   133.3   109.4   167.4   182.3   262.2   298.5   319.9   337.1   357.9   386.9   436.0   596.9  1720.1  4616.9  30127.7    30095  1745334665204  1745334675310
read      288.1   159.9   109.4   171.0   186.4   267.7   305.0   326.8   343.5   365.2   395.0   447.7   623.0  2192.8  6254.4  30045.9    30100  1745334676822  1745334686924
read      291.3   145.8   101.3   171.0   186.7   270.4   309.4   332.5   349.8   372.4   403.6   461.7   649.1  1944.9  5028.0  30128.7    30105  1745334688436  1745334698538
